BOR;AN;FI;FI_EJ;DISCI;DIREC;DIRSI;ADMIN;DRSNI;ADMTO;CADRE;INFNS;INFSP;AIDES;ASHAU;PSYCH;SAGFE;REEDU;SOITO;EDUCS;ASSIS;EDUTO;PHLAB;TECHN;ETPPNM
Q24;2021;590049060;920030269;2000;1.97;;2.96;;4.93;2;7.03;;5.12;4.78;1.89;;1.22;22.04;0.93;0.82;1.75;;4.14;32.86
Q24;2021;590049060;920030269;2200;1.97;;2.96;;4.93;2;7.03;;5.12;4.78;1.89;;1.22;22.04;0.93;0.82;1.75;;4.14;32.86
Q24;2021;590049060;920030269;9999;1.97;;2.96;;4.93;2;7.03;;5.12;4.78;1.89;;1.22;22.04;0.93;0.82;1.75;;4.14;32.86
Q24;2021;590049565;780020715;1000;6.78;;5.11;;11.89;;;;;;;;;;0.13;1.36;1.49;0.93;2.18;16.49
Q24;2021;590049565;780020715;2000;;;;;;3.96;20.37;;41.09;20.38;1.51;;7.16;94.47;;;;;;94.47
Q24;2021;590049565;780020715;2100;;;;;;1.3;9.5;;12.35;7.55;1;;1.86;33.56;;;;;;33.56
Q24;2021;590049565;780020715;2400;;;;;;2.66;10.87;;28.74;12.83;0.51;;5.3;60.91;;;;;;60.91
Q24;2021;590049565;780020715;9999;6.78;;5.11;;11.89;3.96;20.37;;41.09;20.38;1.51;;7.16;94.47;0.13;1.36;1.49;0.93;2.18;110.96
Q24;2021;590052049;590006268;2000;;;15.42;;15.42;;;;;;;;;;;;;23.44;3;41.86
Q24;2021;590052049;590006268;2100;;;15.42;;15.42;;;;;;;;;;;;;23.44;3;41.86
Q24;2021;590052049;590006268;9999;;;15.42;;15.42;;;;;;;;;;;;;23.44;3;41.86
Q24;2021;590052056;590051801;1000;2.4;;38.43;;40.83;0.92;1.21;;;19.16;1.78;;2.87;25.94;;0.25;0.25;;8.85;75.87
Q24;2021;590052056;590051801;2000;;;1.19;;1.19;4.49;61.72;5.57;34.81;6.39;;9.61;;122.59;;;;3.97;;127.75
Q24;2021;590052056;590051801;2100;;;1.19;;1.19;4.49;61.72;5.57;34.81;6.39;;9.61;;122.59;;;;3.97;;127.75
Q24;2021;590052056;590051801;9999;2.4;;39.62;;42.02;5.41;62.93;5.57;34.81;25.55;1.78;9.61;2.87;148.53;;0.25;0.25;3.97;8.85;203.62
Q24;2021;590053955;590053955;1000;0.7;;9.3;;10;;;;;;;;;;;;;;0.6;10.6
Q24;2021;590053955;590053955;2000;;1;;;1;2.8;41.1;;26.7;;20.8;;16;107.4;;1.4;1.4;;;109.8
Q24;2021;590053955;590053955;2200;;1;;;1;2.8;41.1;;26.7;;20.8;;16;107.4;;1.4;1.4;;;109.8
Q24;2021;590053955;590053955;9999;0.7;1;9.3;;11;2.8;41.1;;26.7;;20.8;;16;107.4;;1.4;1.4;;0.6;120.4
Q24;2021;590055570;590055562;2000;1;;6.8;;7.8;;;;;1;0.23;;;1.23;;;;14;;23.03
Q24;2021;590055570;590055562;2100;1;;6.8;;7.8;;;;;1;0.23;;;1.23;;;;14;;23.03
Q24;2021;590055570;590055562;9999;1;;6.8;;7.8;;;;;1;0.23;;;1.23;;;;14;;23.03
Q24;2021;590056479;590062238;2000;1.11;;5.01;;6.12;2.2;13.85;;8.21;;1.21;;2.1;27.57;0.83;0.43;1.26;;3.94;38.89
Q24;2021;590056479;590062238;2200;1.11;;5.01;;6.12;2.2;13.85;;8.21;;1.21;;2.1;27.57;0.83;0.43;1.26;;3.94;38.89
Q24;2021;590056479;590062238;9999;1.11;;5.01;;6.12;2.2;13.85;;8.21;;1.21;;2.1;27.57;0.83;0.43;1.26;;3.94;38.89
Q24;2021;590056990;620112581;2000;;;;;;;1.75;;;0.97;;;;2.72;;;;;;2.72
Q24;2021;590056990;620112581;2100;;;;;;;1.75;;;0.97;;;;2.72;;;;;;2.72
Q24;2021;590056990;620112581;9999;;;;;;;1.75;;;0.97;;;;2.72;;;;;;2.72
Q24;2021;590060455;590053955;2000;;;;;;;4.3;;;;;;;4.3;;;;;;4.3
Q24;2021;590060455;590053955;2100;;;;;;;4.3;;;;;;;4.3;;;;;;4.3
Q24;2021;590060455;590053955;9999;;;;;;;4.3;;;;;;;4.3;;;;;;4.3
Q24;2021;590060851;590008629;2000;2;;5.8;;7.8;;;;;2;;;;2;;0.15;0.15;28.45;1.5;39.9
Q24;2021;590060851;590008629;2100;2;;5.8;;7.8;;;;;2;;;;2;;0.15;0.15;28.45;1.5;39.9
Q24;2021;590060851;590008629;9999;2;;5.8;;7.8;;;;;2;;;;2;;0.15;0.15;28.45;1.5;39.9
Q24;2021;590060901;590780193;1000;;;;;;;0.31;;;;;;;0.31;;;;;;0.31
Q24;2021;590060901;590780193;2000;;;;;;0.05;7.4;;;;;;;7.45;;;;;;7.45
Q24;2021;590060901;590780193;2100;;;;;;0.05;7.4;;;;;;;7.45;;;;;;7.45
Q24;2021;590060901;590780193;9999;;;;;;0.05;7.71;;;;;;;7.76;;;;;;7.76
Q24;2021;590064812;620112581;2000;;;;;;;2;;;;;;;2;;;;;;2
Q24;2021;590064812;620112581;2100;;;;;;;2;;;;;;;2;;;;;;2
Q24;2021;590064812;620112581;9999;;;;;;;2;;;;;;;2;;;;;;2
Q24;2021;590780060;590000022;1000;2.33;;8.9;;11.23;;;;;;;;;;;;;;1.74;12.97
Q24;2021;590780060;590000022;2000;;1;;;1;1;21.77;;5.83;6.24;0.08;;0.27;35.19;;0.14;0.14;0.73;;37.06
Q24;2021;590780060;590000022;2100;;1;;;1;1;21.77;;5.83;6.24;;;;34.84;;;;0.73;;36.57
Q24;2021;590780060;590000022;2400;;;;;;;;;;;0.08;;0.27;0.35;;0.14;0.14;;;0.49
Q24;2021;590780060;590000022;9999;2.33;1;8.9;;12.23;1;21.77;;5.83;6.24;0.08;;0.27;35.19;;0.14;0.14;0.73;1.74;50.03
Q24;2021;590780094;590000055;2000;2;;7.6;;9.6;1;10.7;;2;2;0.5;;0.5;16.7;;0.5;0.5;3;1.5;31.3
Q24;2021;590780094;590000055;2100;2;;7.6;;9.6;1;10.7;;2;2;0.5;;0.5;16.7;;0.5;0.5;3;1.5;31.3
Q24;2021;590780094;590000055;9999;2;;7.6;;9.6;1;10.7;;2;2;0.5;;0.5;16.7;;0.5;0.5;3;1.5;31.3
Q24;2021;590780128;590000063;1000;1.83;;11.63;;13.46;;;;;;;;;;;;;1;8.91;23.37
Q24;2021;590780128;590000063;2000;;;;;;2.3;9.98;;17.86;8;1.47;;17.43;57.04;;1.01;1.01;;;58.05
Q24;2021;590780128;590000063;2400;;;;;;2.3;9.98;;17.86;8;1.47;;17.43;57.04;;1.01;1.01;;;58.05
Q24;2021;590780128;590000063;9999;1.83;;11.63;;13.46;2.3;9.98;;17.86;8;1.47;;17.43;57.04;;1.01;1.01;1;8.91;81.42
Q24;2021;590780250;590053955;1000;1;;17.9;;18.9;;;;;;;;;;;;;1;3.3;23.2
Q24;2021;590780250;590053955;2000;;1;;;1;3;74.6;;13.2;16.1;;;;106.9;;;;;;107.9
Q24;2021;590780250;590053955;2100;;1;;;1;3;74.6;;13.2;16.1;;;;106.9;;;;;;107.9
Q24;2021;590780250;590053955;9999;1;1;17.9;;19.9;3;74.6;;13.2;16.1;;;;106.9;;;;1;3.3;131.1
Q24;2021;590780268;590053955;1000;1;;32.1;;33.1;;;;;;;;;;;;;1;12;46.1
Q24;2021;590780268;590053955;2000;;1;;;1;22;291.9;10.9;152.3;33.9;1.8;17.2;2.3;532.3;;;;;;533.3
Q24;2021;590780268;590053955;2100;;1;;;1;22;291.9;10.9;152.3;33.9;1.8;17.2;2.3;532.3;;;;;;533.3
Q24;2021;590780268;590053955;9999;1;1;32.1;;34.1;22;291.9;10.9;152.3;33.9;1.8;17.2;2.3;532.3;;;;1;12;579.4
Q24;2021;590780284;590051801;1000;30.89;1;215.71;;247.6;5.21;23.71;;11.08;67.48;0.14;;1.01;108.63;;7.69;7.69;4.56;49.67;418.15
Q24;2021;590780284;590051801;2000;;;3.98;;3.98;19.62;250.36;26.95;153.34;47.99;5.22;;32.59;536.07;3.03;;3.03;81.6;2.85;627.53
Q24;2021;590780284;590051801;2100;;;3.98;;3.98;19.62;243.86;26.95;148.01;47.99;5.22;;32.59;524.24;3.03;;3.03;81.6;2.85;615.7
Q24;2021;590780284;590051801;2400;;;;;;;6.5;;5.33;;;;;11.83;;;;;;11.83
Q24;2021;590780284;590051801;9999;30.89;1;219.69;;251.58;24.83;274.07;26.95;164.42;115.47;5.36;;33.6;644.7;3.03;7.69;10.72;86.16;52.52;1045.68
Q24;2021;590780342;590053955;1000;0.5;1;7.2;;8.7;;;;;;;;;;;;;;0.5;9.2
Q24;2021;590780342;590053955;2000;;;;;;;17.5;;4;3.9;;;;25.4;;;;1;;26.4
Q24;2021;590780342;590053955;2100;;;;;;;17.5;;4;3.9;;;;25.4;;;;1;;26.4
Q24;2021;590780342;590053955;9999;0.5;1;7.2;;8.7;;17.5;;4;3.9;;;;25.4;;;;1;0.5;35.6
Q24;2021;590780383;590000204;1000;1;;51;;52;;;;;;;;;;;;;14.7;10.5;77.2
Q24;2021;590780383;590000204;2000;;1;;;1;15;214.9;2.6;79.6;45.5;7.7;;8.9;374.2;0.1;0.5;0.6;;;375.8
Q24;2021;590780383;590000204;2100;;1;;;1;15;214.9;2.6;79.6;45.5;7.7;;8.9;374.2;0.1;0.5;0.6;;;375.8
Q24;2021;590780383;590000204;9999;1;1;51;;53;15;214.9;2.6;79.6;45.5;7.7;;8.9;374.2;0.1;0.5;0.6;14.7;10.5;453
Q24;2021;590781571;590000402;1000;;;6.9;;6.9;;;;;;;;;;;;;;2.2;9.1
Q24;2021;590781571;590000402;2000;;;;;;1;22.9;;4;;;;;27.9;;;;4.08;;31.98
Q24;2021;590781571;590000402;2100;;;;;;1;22.9;;4;;;;;27.9;;;;4.08;;31.98
Q24;2021;590781571;590000402;9999;;;6.9;;6.9;1;22.9;;4;;;;;27.9;;;;4.08;2.2;41.08
Q24;2021;590781951;590053955;1000;1;;11;;12;;;;;;;;;;;;;;4.4;16.4
Q24;2021;590781951;590053955;2000;;1;;;1;6;69.6;;38.9;11;;;1.1;126.6;;;;;;127.6
Q24;2021;590781951;590053955;2100;;0.5;;;0.5;4;56.8;;20.9;11;;;;92.7;;;;;;93.2
Q24;2021;590781951;590053955;2400;;0.5;;;0.5;2;12.8;;18;;;;1.1;33.9;;;;;;34.4
Q24;2021;590781951;590053955;9999;1;1;11;;13;6;69.6;;38.9;11;;;1.1;126.6;;;;;4.4;144
Q24;2021;590782181;590039863;1000;1.97;;6.59;;8.56;;;;;;;;;;;;;;2.49;11.05
Q24;2021;590782181;590039863;2000;;;;;;1.32;1;;4.98;;0.81;;29.76;37.87;;0.56;0.56;;;38.43
Q24;2021;590782181;590039863;2400;;;;;;1.32;1;;4.98;;0.81;;29.76;37.87;;0.56;0.56;;;38.43
Q24;2021;590782181;590039863;9999;1.97;;6.59;;8.56;1.32;1;;4.98;;0.81;;29.76;37.87;;0.56;0.56;;2.49;49.48
Q24;2021;590782256;590000659;2000;;;5.79;;5.79;1;6.38;;3.33;;1.2;;0.6;12.51;;;;3;1;22.3
Q24;2021;590782256;590000659;2100;;;5.79;;5.79;1;6.38;;3.33;;1.2;;0.6;12.51;;;;3;1;22.3
Q24;2021;590782256;590000659;9999;;;5.79;;5.79;1;6.38;;3.33;;1.2;;0.6;12.51;;;;3;1;22.3
Q24;2021;590782280;590004552;2000;1.66;0.27;4.1;;6.03;0.62;9.07;;13.63;5.07;0.76;;4.55;33.7;;0.52;0.52;0.45;6.78;47.48
Q24;2021;590782280;590004552;2400;1.66;0.27;4.1;;6.03;0.62;9.07;;13.63;5.07;0.76;;4.55;33.7;;0.52;0.52;0.45;6.78;47.48
Q24;2021;590782280;590004552;9999;1.66;0.27;4.1;;6.03;0.62;9.07;;13.63;5.07;0.76;;4.55;33.7;;0.52;0.52;0.45;6.78;47.48
Q24;2021;590782298;590000675;1000;2;1;30.24;;33.24;;;;;;;;;;;;;;;33.24
Q24;2021;590782298;590000675;2000;;;;;;7.36;88.82;5.14;68.67;35.66;1.5;13.13;;220.28;;0.9;0.9;4.96;8.12;234.26
Q24;2021;590782298;590000675;2100;;;;;;5.37;71.03;5.14;45.85;29.6;1.5;13.13;;171.62;;0.9;0.9;4.96;8.12;185.6
Q24;2021;590782298;590000675;2400;;;;;;1.99;17.79;;22.82;6.06;;;;48.66;;;;;;48.66
Q24;2021;590782298;590000675;9999;2;1;30.24;;33.24;7.36;88.82;5.14;68.67;35.66;1.5;13.13;;220.28;;0.9;0.9;4.96;8.12;267.5
Q24;2021;590782546;590000733;1000;3;;21.83;;24.83;;;;;;;;;;;2;2;2.13;27.05;56.01
Q24;2021;590782546;590000733;2000;;1;;;1;4.04;67.89;0.96;55.6;1.01;3.96;;27.23;160.69;;;;;;161.69
Q24;2021;590782546;590000733;2100;;0.14;;;0.14;0.6;12.85;0.96;9.11;;0.5;;;24.02;;;;;;24.16
Q24;2021;590782546;590000733;2400;;0.86;;;0.86;3.44;55.04;;46.49;1.01;3.46;;27.23;136.67;;;;;;137.53
Q24;2021;590782546;590000733;9999;3;1;21.83;;25.83;4.04;67.89;0.96;55.6;1.01;3.96;;27.23;160.69;;2;2;2.13;27.05;217.7
Q24;2021;590782553;590000741;1000;3;;27.6;;30.6;;;;;;;;;;;;;;7;37.6
Q24;2021;590782553;590000741;2000;;1;;;1;7.8;116.3;2;73.3;27.6;1;25.1;;253.1;;0.2;0.2;13.8;;268.1
Q24;2021;590782553;590000741;2100;;1;;;1;7.8;116.3;2;73.3;27.6;1;25.1;;253.1;;0.2;0.2;13.8;;268.1
Q24;2021;590782553;590000741;9999;3;1;27.6;;31.6;7.8;116.3;2;73.3;27.6;1;25.1;;253.1;;0.2;0.2;13.8;7;305.7
Q24;2021;590782611;750719239;1000;1.13;1;17.28;;19.41;;;;;;;;;;;;;;;19.41
Q24;2021;590782611;750719239;2000;;;;;;2;16.52;4.09;38.06;14.81;2.69;;37.94;116.11;13.55;1;14.55;1.33;5.2;137.19
Q24;2021;590782611;750719239;2400;;;;;;2;16.52;4.09;38.06;14.81;2.69;;37.94;116.11;13.55;1;14.55;1.33;5.2;137.19
Q24;2021;590782611;750719239;9999;1.13;1;17.28;;19.41;2;16.52;4.09;38.06;14.81;2.69;;37.94;116.11;13.55;1;14.55;1.33;5.2;156.6
Q24;2021;590782694;750034589;1000;0.13;;2.97;;3.1;;;;;;;;;;;;;;;3.1
Q24;2021;590782694;750034589;2000;;;;;;0.27;7.23;;6.6;1.65;0.2;;;15.95;;0.3;0.3;0.8;1.46;18.51
Q24;2021;590782694;750034589;2400;;;;;;0.27;7.23;;6.6;1.65;0.2;;;15.95;;0.3;0.3;0.8;1.46;18.51
Q24;2021;590782694;750034589;9999;0.13;;2.97;;3.1;0.27;7.23;;6.6;1.65;0.2;;;15.95;;0.3;0.3;0.8;1.46;21.61
Q24;2021;590783171;930019484;1000;0.5;;6.06;;6.56;;;;;;;;;;;;;0.63;15.79;22.98
Q24;2021;590783171;930019484;2000;;;;;;1.56;14.72;;23.79;;0.6;;4.74;45.41;;0.92;0.92;;;46.33
Q24;2021;590783171;930019484;2400;;;;;;1.56;14.72;;23.79;;0.6;;4.74;45.41;;0.92;0.92;;;46.33
Q24;2021;590783171;930019484;9999;0.5;;6.06;;6.56;1.56;14.72;;23.79;;0.6;;4.74;45.41;;0.92;0.92;0.63;15.79;69.31
Q24;2021;590783189;590004552;2000;1.58;0.25;3.81;;5.64;0.62;8.27;;13.53;4.47;1.66;;3.74;32.29;;0.48;0.48;0.45;6.9;45.76
Q24;2021;590783189;590004552;2400;1.58;0.25;3.81;;5.64;0.62;8.27;;13.53;4.47;1.66;;3.74;32.29;;0.48;0.48;0.45;6.9;45.76
Q24;2021;590783189;590004552;9999;1.58;0.25;3.81;;5.64;0.62;8.27;;13.53;4.47;1.66;;3.74;32.29;;0.48;0.48;0.45;6.9;45.76
Q24;2021;590784484;590001467;2000;2.04;;2.11;;4.15;2.14;24.87;;6.28;7.77;;;;41.06;;;;0.8;2.02;48.03
Q24;2021;590784484;590001467;2100;2.04;;2.11;;4.15;2.14;24.87;;6.28;7.77;;;;41.06;;;;0.8;2.02;48.03
Q24;2021;590784484;590001467;9999;2.04;;2.11;;4.15;2.14;24.87;;6.28;7.77;;;;41.06;;;;0.8;2.02;48.03
Q24;2021;590784864;590780193;1000;;;18.13;;18.13;0.86;3.31;0.19;11.28;10.67;;;0;26.31;;;;0.06;32.43;76.93
Q24;2021;590784864;590780193;2000;;;6.1;;6.1;1.07;36.97;5.68;27.08;7.72;;;0.16;78.68;;;;0.93;8.68;94.39
Q24;2021;590784864;590780193;2100;;;6.1;;6.1;1.07;36.97;5.68;27.08;7.72;;;0.16;78.68;;;;0.93;8.68;94.39
Q24;2021;590784864;590780193;9999;;;24.23;;24.23;1.93;40.28;5.87;38.36;18.39;;;0.16;104.99;;;;0.99;41.11;171.32
Q24;2021;590784898;590780193;1000;;;0.55;;0.55;0.49;3.84;;8.41;1.04;0.23;;3.42;17.43;;;;0;0.24;18.22
Q24;2021;590784898;590780193;2000;;;7.36;;7.36;3.77;55.89;0.87;80.49;9.1;3.32;;46.25;199.69;2.73;;2.73;0.17;9.48;219.43
Q24;2021;590784898;590780193;2400;;;7.36;;7.36;3.77;55.89;0.87;80.49;9.1;3.32;;46.25;199.69;2.73;;2.73;0.17;9.48;219.43
Q24;2021;590784898;590780193;9999;;;7.91;;7.91;4.26;59.73;0.87;88.9;10.14;3.55;;49.67;217.12;2.73;;2.73;0.17;9.72;237.65
Q24;2021;590784914;590799995;2000;6.02;2;18.7;;26.72;7.8;4.98;;;;0.14;;2.5;15.42;1.06;0.42;1.48;4;39;86.62
Q24;2021;590784914;590799995;2100;6.02;2;18.7;;26.72;7.8;4.98;;;;0.14;;2.5;15.42;1.06;0.42;1.48;4;39;86.62
Q24;2021;590784914;590799995;9999;6.02;2;18.7;;26.72;7.8;4.98;;;;0.14;;2.5;15.42;1.06;0.42;1.48;4;39;86.62
Q24;2021;590785341;750005068;1000;1;;7.7;;8.7;;;;;;;;;;;;;;;8.7
Q24;2021;590785341;750005068;2000;;;;;;1;8.3;;;0.8;2.3;;;12.4;;0.5;0.5;;;12.9
Q24;2021;590785341;750005068;2200;;;;;;1;8.3;;;0.8;2.3;;;12.4;;0.5;0.5;;;12.9
Q24;2021;590785341;750005068;9999;1;;7.7;;8.7;1;8.3;;;0.8;2.3;;;12.4;;0.5;0.5;;;21.6
Q24;2021;590785374;620001834;1000;0.8;;23.83;;24.63;1;;;;;;;;1;;;;3.59;4.12;33.34
Q24;2021;590785374;620001834;2000;;;;;;2.79;38.66;;40.02;11.71;0.93;;3.47;97.58;;0.95;0.95;;;98.53
Q24;2021;590785374;620001834;2100;;;;;;2;32.88;;32.82;10.71;0.78;;1.72;80.91;;0.35;0.35;;;81.26
Q24;2021;590785374;620001834;2400;;;;;;0.79;5.78;;7.2;1;0.15;;1.75;16.67;;0.6;0.6;;;17.27
Q24;2021;590785374;620001834;9999;0.8;;23.83;;24.63;3.79;38.66;;40.02;11.71;0.93;;3.47;98.58;;0.95;0.95;3.59;4.12;131.87
Q24;2021;590785424;930019484;1000;0.5;;4.32;;4.82;;;;;;;;;;;;;;8.56;13.38
Q24;2021;590785424;930019484;2000;;;;;;0.62;7.6;1;10.77;;1.51;;15.08;36.58;10.79;1;11.79;;;48.37
Q24;2021;590785424;930019484;2400;;;;;;0.62;7.6;1;10.77;;1.51;;15.08;36.58;10.79;1;11.79;;;48.37
Q24;2021;590785424;930019484;9999;0.5;;4.32;;4.82;0.62;7.6;1;10.77;;1.51;;15.08;36.58;10.79;1;11.79;;8.56;61.75
Q24;2021;590786984;750050759;1000;0.6;;6.7;;7.3;;;;;;;;;;;;;0.4;4;11.7
Q24;2021;590786984;750050759;2000;;;;;;2.12;12.24;;18.68;9.32;0.2;;2.76;45.32;;1;1;;;46.32
Q24;2021;590786984;750050759;2400;;;;;;2.12;12.24;;18.68;9.32;0.2;;2.76;45.32;;1;1;;;46.32
Q24;2021;590786984;750050759;9999;0.6;;6.7;;7.3;2.12;12.24;;18.68;9.32;0.2;;2.76;45.32;;1;1;0.4;4;58.02
Q24;2021;590787586;590780193;1000;;;25.41;;25.41;2.41;24.66;3.06;53.27;14.29;0;;0.62;98.31;0;0;0;3.25;105.83;232.8
Q24;2021;590787586;590780193;2000;;;84.07;;84.07;24.34;447.87;43.56;303.76;85.3;3.79;;16.97;925.59;0.97;1;1.97;47.64;20.49;1079.76
Q24;2021;590787586;590780193;2100;;;84.07;;84.07;24.34;447.87;43.56;303.76;85.3;3.79;;16.97;925.59;0.97;1;1.97;47.64;20.49;1079.76
Q24;2021;590787586;590780193;9999;;;109.48;;109.48;26.75;472.53;46.62;357.03;99.59;3.79;;17.59;1023.9;0.97;1;1.97;50.89;126.32;1312.56
Q24;2021;590788865;590782421;2000;;;2.86;;2.86;2;20.03;;49.68;8.05;0.5;;;80.26;2;;2;;1.86;86.98
Q24;2021;590788865;590782421;2400;;;0.92;;0.92;1;11.55;;22.63;5.97;;;;41.15;;;;;0.5;42.57
Q24;2021;590788865;590782421;2500;;;1.94;;1.94;1;8.48;;27.05;2.08;0.5;;;39.11;2;;2;;1.36;44.41
Q24;2021;590788865;590782421;9999;;;2.86;;2.86;2;20.03;;49.68;8.05;0.5;;;80.26;2;;2;;1.86;86.98
Q24;2021;590788964;590001756;1000;0.5;0.5;13.63;;14.63;;;;;;;;;;;;;;;14.63
Q24;2021;590788964;590001756;2000;;;;;;2.5;20.8;;12.01;6.1;0.6;;0.5;42.51;;;;5.4;3.96;51.87
Q24;2021;590788964;590001756;2100;;;;;;2.5;20.8;;12.01;6.1;0.6;;0.5;42.51;;;;5.4;3.96;51.87
Q24;2021;590788964;590001756;9999;0.5;0.5;13.63;;14.63;2.5;20.8;;12.01;6.1;0.6;;0.5;42.51;;;;5.4;3.96;66.5
Q24;2021;590790473;750050759;1000;0.48;0.19;5.31;;5.98;;;;;;;;;;;;;0.77;2.07;8.82
Q24;2021;590790473;750050759;2000;;;;;;2.55;12.95;;27.71;8.7;0.58;;1.54;54.03;0.53;0.5;1.03;;;55.06
Q24;2021;590790473;750050759;2400;;;;;;2.55;12.95;;27.71;8.7;0.58;;1.54;54.03;0.53;0.5;1.03;;;55.06
Q24;2021;590790473;750050759;9999;0.48;0.19;5.31;;5.98;2.55;12.95;;27.71;8.7;0.58;;1.54;54.03;0.53;0.5;1.03;0.77;2.07;63.88
Q24;2021;590790655;440052041;1000;2;;4.25;;6.25;;;;;;;;;;;;;;;6.25
Q24;2021;590790655;440052041;2000;0.34;1;2.5;;3.84;3.01;13.91;1.44;6.6;11.14;;;;36.1;;;;3.06;1.1;44.1
Q24;2021;590790655;440052041;2100;0.34;1;2.5;;3.84;3.01;13.91;1.44;6.6;11.14;;;;36.1;;;;3.06;1.1;44.1
Q24;2021;590790655;440052041;9999;2.34;1;6.75;;10.09;3.01;13.91;1.44;6.6;11.14;;;;36.1;;;;3.06;1.1;50.35
Q24;2021;590791091;590780193;1000;;;4.1;;4.1;0.08;2.2;;9.21;0;;;0.08;11.57;0.08;0.02;0.1;0;21.25;37.02
Q24;2021;590791091;590780193;2000;;;5.43;;5.43;2.87;51.94;;102.26;20.02;1.75;;10.17;189.01;2.17;0.25;2.42;1;14.26;212.12
Q24;2021;590791091;590780193;2100;;;2.24;;2.24;0;5.17;;6.14;1;0.5;;0.32;13.13;0;0;0;0;1.19;16.56
Q24;2021;590791091;590780193;2400;;;1.54;;1.54;1.62;29.13;;44.47;8.52;1;;9.05;93.79;1.52;0;1.52;1;2;99.85
Q24;2021;590791091;590780193;2500;;;1.65;;1.65;1.25;17.64;;51.65;10.5;0.25;;0.8;82.09;0.65;0.25;0.9;0;11.07;95.71
Q24;2021;590791091;590780193;9999;;;9.53;;9.53;2.95;54.14;;111.47;20.02;1.75;;10.25;200.58;2.25;0.27;2.52;1;35.51;249.14
Q24;2021;590791109;590002234;2000;1;;1.96;;2.96;1.04;6.97;;;;1.72;;1.18;10.91;0.79;0.2;0.99;;8.17;23.03
Q24;2021;590791109;590002234;2400;1;;1.96;;2.96;1.04;6.97;;;;1.72;;1.18;10.91;0.79;0.2;0.99;;8.17;23.03
Q24;2021;590791109;590002234;9999;1;;1.96;;2.96;1.04;6.97;;;;1.72;;1.18;10.91;0.79;0.2;0.99;;8.17;23.03
Q24;2021;590791323;590782637;1000;;;5.16;;5.16;0;0.63;;2.84;0.58;0;;0;4.05;;0.06;0.06;;0;9.27
Q24;2021;590791323;590782637;2000;;;0;;0;0.74;27.57;;41.48;20.61;0.34;;1.37;92.11;;1.3;1.3;;1.73;95.14
Q24;2021;590791323;590782637;2400;;;0;;0;0.2;16.91;;18.75;2.94;0.1;;0.5;39.4;;0.8;0.8;;1.03;41.23
Q24;2021;590791323;590782637;2500;;;0;;0;0.54;10.66;;22.73;17.67;0.24;;0.87;52.71;;0.5;0.5;;0.7;53.91
Q24;2021;590791323;590782637;9999;;;5.16;;5.16;0.74;28.2;;44.32;21.19;0.34;;1.37;96.16;;1.36;1.36;;1.73;104.41
Q24;2021;590791653;590780193;1000;;;0;;0;1;2.39;;2.43;0.02;0.05;;0;5.89;;;;0;;5.89
Q24;2021;590791653;590780193;2000;;;0.5;;0.5;0.48;15.77;;15.5;3.52;1.6;;1.46;38.33;;;;0.72;;39.55
Q24;2021;590791653;590780193;2400;;;0.5;;0.5;0.48;15.77;;15.5;3.52;1.6;;1.46;38.33;;;;0.72;;39.55
Q24;2021;590791653;590780193;9999;;;0.5;;0.5;1.48;18.16;;17.93;3.54;1.65;;1.46;44.22;;;;0.72;;45.44
Q24;2021;590791729;590781902;2000;;;2;;2;0.53;21.15;;33.29;15.65;0.25;;7.14;78.01;;;;;;80.01
Q24;2021;590791729;590781902;2400;;;2;;2;0.53;21.15;;33.29;15.65;0.25;;7.14;78.01;;;;;;80.01
Q24;2021;590791729;590781902;9999;;;2;;2;0.53;21.15;;33.29;15.65;0.25;;7.14;78.01;;;;;;80.01
Q24;2021;590796975;590780193;1000;29.81;4;448.15;1;482.96;27.32;219.32;23;295.88;61.43;5.01;2.15;3.53;637.64;12.91;48.28;61.19;58.08;936.86;2176.73
Q24;2021;590796975;590780193;2000;0;0;311.89;0;311.89;61.69;811.06;137.7;691.93;151.7;33.36;0;45.87;1933.31;2.7;0.4;3.1;640.91;428.29;3317.5
Q24;2021;590796975;590780193;2100;0;0;311.89;0;311.89;61.39;805.42;137.7;691.93;151.7;32.86;0;45.87;1926.87;2.7;0.4;3.1;640.91;428.29;3311.06
Q24;2021;590796975;590780193;2200;;;;;;0.3;5.64;;;;0.5;;;6.44;;;;;;6.44
Q24;2021;590796975;590780193;9999;29.81;4;760.04;1;794.85;89.01;1030.38;160.7;987.81;213.13;38.37;2.15;49.4;2570.95;15.61;48.68;64.29;698.99;1365.15;5494.23
Q24;2021;590797346;750050759;1000;0.4;0.09;4.43;;4.92;;;;;;;;;;;;;;;4.92
Q24;2021;590797346;750050759;2000;;;;;;2;9.25;;11.11;7.7;0.2;;2.08;32.34;;0.68;0.68;0.2;2.6;35.82
Q24;2021;590797346;750050759;2400;;;;;;2;9.25;;11.11;7.7;0.2;;2.08;32.34;;0.68;0.68;0.2;2.6;35.82
Q24;2021;590797346;750050759;9999;0.4;0.09;4.43;;4.92;2;9.25;;11.11;7.7;0.2;;2.08;32.34;;0.68;0.68;0.2;2.6;40.74
Q24;2021;590797353;590051801;1000;1.16;1;146.68;;148.84;3.25;19.05;4.46;15.2;61.24;;;;103.2;1;9.11;10.11;;16.6;278.75
