BOR;AN;FI;FI_EJ;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;SEANCES_MED;CONSULT_EXT;SPED;UGER;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;FIL_TPL_GEN;FIL_TPL_INF;FIL_TPL_PEN;FIL_TPL_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;NB_CATTP_GEN;NB_CATTP_INF;NB_CATTP_PEN;NB_CATTP_TOT;ACT_CATTP_GEN;ACT_CATTP_INF;ACT_CATTP_PEN;ACT_CATTP_TOT;NB_CMP_GEN;NB_CMP_INF;NB_CMP_TOT;ACT_CMP_GEN;ACT_CMP_INF;ACT_CMP_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;PLATOT_HAD;SEJ_HAD;AUTGEN;PASSU_GEN;AUTPED;PASSU_PED;GEN;PED;ANT;SAMU;REA;SEJ_REANIM;TYPE1;SEJACC;TYPE2;SEJ_NEO;TYPE3;SEJ_REA;TRT_HEMO_CENTRE;SEAN_HEMO_CENTRE;TRT_INSUFF_REN;SEM_TRT_INSUFF_REN;CHIMIO;SEAN_CHIMIO;RTH;SEAN_RADIO;CHIRCAR;CARDIO_INT;NEUROCHIR;NEURO_INT;GREFFE;AMP;PRIS;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;INTTOT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRINF;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRINF;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;BIOGENSPE;MICROBIO;HEMATO;IMMUNO;GENE;ASSISTMED;ANOTO;PHARMA_A11;PHARMA_A20;PHARMA_A19;PHARMA_A26;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;SAL_INTERV;POST_REVEIL
SYGEN;2021;300780244;920030269;;;;;;;;;;;;;;;;;;;;;;;;;70;;;70;684;;;684;462;;;462;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;462;;;462;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;1;;1;;4;;1;1;;;;;2;;;;3;0.43;0.43;;;;;0.9;;0.54;;1.87;;;1;;22;4;12;3;3;45;3;1;8;;;1;;;;8;21;66;;0.75;;21.57;3.23;9.88;1.96;2.32;39.71;2.38;0.83;4.57;;;0.47;;;;8.08;16.33;56.04;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;300780251;300000189;;;;;;;;;;;;;;;;;;;;;;;;;200;;;200;891;;;891;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;668;;;668;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;2;;6;3;;;;;8;;;;14;0.23;;;;;;;;0.5;;0.73;;;1;;36;27;15;2;;81;1;;9;2;2;1;;;;9;22;103;;1;;32.5;24.17;14;1.8;;73.47;1;;8.68;1.21;1.21;0.5;;;;8.54;19.93;93.4;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;300780269;300000197;;;;;;;;;;;;;;;;;;;;;;;;;104;;;104;842;;;842;632;;;632;12;;;12;3691;;;3691;;;;;;;;;;;;;;;;;;;;;;;;;880;;;880;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;;;;;;;1;;5;;2;2;;;;;4;;;;6;3.25;3.25;;;;;;;0.71;;3.96;;;1;;47;15;;2;4;69;1;;13;1;1;2;;;;2;19;88;;1;;38.82;11.27;;1.8;4;56.89;1;;10.58;1;1;1.5;;;;2;16.08;72.97;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;300780285;300000726;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;894;14309;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;3;;;;;;;1;;9;;;;;;;;;;;;;6.85;2.25;;;;;;;0.8;;7.65;;;2;;20;23;16;1;28;90;2;;8;1;1;2;;;;4;17;107;;1.99;;17.74;18.46;10.42;0.6;23.21;72.42;1.5;;6.09;0.8;0.8;1.92;;;;4;14.31;86.73;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;300780384;750721334;;;;;;;;;;;;;;;;;;;;;;;;;;6;;6;;;;;;12;;12;;12;;12;;2374;;2374;;;;;;;;;;;;;;;;2;2;;4178;4178;;177;;177;;231;;231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;0.23;;;;0.23;;;1;;7;;3;3;3;17;2;;5;9;2;;;;;7;23;40;;1;;4.55;;2.96;1.83;1.57;11.91;0.5;;1.51;6.59;0.61;;;;;1.48;10.08;21.99;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;300780442;300017464;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;578;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;;;1.65;;;;;;;;;;1.65;;;1;;11;15;12;;3;42;1;;4;1;1;1;;;;1;8;50;;1;;10.2;15.8;7.25;;2.6;36.85;1;;3.4;0.5;0.5;1;;;;1;6.9;43.75;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;300780491;340016963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;871;6663;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;2;;;;;;;1;;6;;;;;;;;;;;;;3.5;2.4;;;;;;;0.83;;4.33;;;;;12;14;11;1;10;48;1;1;7;1;1;1;;;;;11;59;;;;11.13;15.54;11.27;0.63;8.75;47.32;1;1;5.21;0.49;0.49;0.22;;;;;7.92;55.24;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;300781424;300000692;;;;;;;;;;;;;;;;;;;;;;;;;63;;;63;405;;;405;343;;;343;8;;;8;4430;;;4430;0;;0;0;;0;;;;;;;;;;;;;;;0;;;0;343;;;343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;0;;1;;1;;3;3;;;;;3;;;;6;;;;;;;;;0.5;;0.5;0;;2;;15;6;6;3;4;36;1;;4;1;1;;;;;2;8;44;;1.58;;14.85;5.9;5.87;1.95;2.36;32.51;1;;3.15;1;1;;;;;1.15;6.3;38.81;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;300781440;300000700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;342;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;;;;;;1;;5;;0;0;;;;;;;;;0;2.28;2.2;;;;;;;0.5;;2.78;;;1;;11;12;9;1;2;36;1;;2;1;1;;;;;1;5;41;;1;;10.68;11.84;8.51;0.5;2;34.53;0.36;;1.5;0.8;0.8;;;;;1;3.66;38.19;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;300781465;300000726;6;28;22;56;143;2162;1351;3656;847;4108;4609;9564;;22;;22;0;7472;0;7472;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;64;0;977;1;130;0;0;;;;;0;;0;;0;0;0;0;0;0;1;;;;;;;;;2;;2;;29;;;4;46;11;;;0;10;85;;;;;;;;;1.25;;1.25;0;17;3;5;34;25;22;;;106;1;;11;;;7;;;;5;24;130;16.42;3;2.91;35.71;23.69;25.06;;;106.79;0.8;;11.52;;;5.46;;;;5;22.78;129.57;;;;;;;;;;;;;;;;;;;;11;12
SYGEN;2021;300782117;300780038;601;204;60;865;35219;9768;3891;48878;214500;46340;18132;278972;92;25;15;132;28924;7415;2578;38917;74090;343902;1;1;74;10;;84;871;175;;1046;975;284;;1259;20;24;;44;1397;2686;;4083;;;;;;;4;;;4;284;;;284;6;7;13;34504;20721;55225;3971;1778;;5749;4946;2062;;7008;135;712;11328;50;;;;;1;86071;1;21659;1;0;0;1;1;12263;0;2291;0;539;1;295;1;10093;1;;1;16475;1;47522;0;1;1;1;0;1;1;471;90;62;83;96;24;28;4;54;49;702;346;7;1;;;8;4;;;;;15;356.73;63.19;47.02;69.16;66.86;14.15;23.88;2.67;41.19;34.26;525.59;287.14;50;70;209;1204;1034;458;76;121;3222;16;;643;70;36;62;124;146;14;849;1924;5146;46.95;72.2;199.31;1187.92;1014.05;444.86;60;104.28;3129.57;15.76;;611.76;64.91;34.32;53.5;119.26;131.78;14.67;809.26;1820.9;4950.47;1;1;1;1;1;1;1;;;;;4;1;3;0;2;;2;;37;42
SYGEN;2021;300782125;300780038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41;58;0;;190;117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;5;;;;;;;;;9;2;;;;;;;;;;;;5.37;4.27;;;;;;;;;5.37;0.34;;4;;45;123;26;2;13;213;2;;5;5;2;4;;;1;39;56;269;;3.26;;48.83;119.37;22.26;0.6;6.91;201.23;1.91;;3.68;4.38;2;2.95;;;0.5;37.49;50.91;252.14;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;300782141;300780038;10;;;10;446;0;0;446;5564;0;0;5564;0;;;0;73;0;0;73;;879;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180;1525;85;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;9;;;;;1;;2;;23;13;;;;;;;;;;;;11.87;4.96;;;;;1;;0.88;;13.75;12.76;;3;;54;67;15;7;40;186;;;15;6;3;3;;;;34;58;244;;3.16;;51.87;65.39;14.46;3.92;36.05;174.85;;;13.54;5.25;3;2.98;;;;33.79;55.56;230.41;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;300786274;300786266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;101;894;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;3;;;;;;5;;;;;;;;;;;;;0.53;0.53;;;0.41;;;;;;0.94;;;1;;6;;3;1;18;29;1;;5;6;2;;;;;1;13;42;;1;;6.22;;2.64;0.5;14.02;24.38;0.75;;4.32;5.59;1.61;;;;;1;11.66;36.04;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;300787421;340000264;;;;;0;0;0;0;0;0;0;0;;;;;0;0;0;0;19640;676;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;5;;;;;;;;;;;;;2.77;;;;;;;;;;2.77;;;3;;34;;;1;;38;;;5;;;;;;2;1;8;46;;2.59;;29.3;;;0.53;0.34;32.76;;0.11;3.78;0.74;0.74;;;;1.76;0.72;7.11;39.87;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;300788502;300017985;31;68;30;129;2559;6214;1530;10303;6784;14133;4809;25726;12;40;0;52;77;16653;0;16730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;22022;0;;;;;;1;630;0;1256;1;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;14;;;;;;;;;;14;;95;1;6;28;63;13;;;;;158;0.98;;;;;;;;;;0.98;;23;10;32;81;75;88;3;1;313;4;1;46;1;1;6;;;;8;66;379;16.95;9.7;27.91;68.77;62.76;68.33;1.33;1;256.75;4;1;42.91;0.8;0.8;5.1;;;;8;61.81;318.56;;;;;;;;;;;;;;;;;;;;19;21
SYGEN;2021;310000013;310180013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;151;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;0.9;0.9;;;;;;;;;0.9;;;1;;5;14;6;;1;27;;;1;1;1;;;;;11;13;40;;1;;5.91;12.89;5.8;;0.2;25.8;;;0.63;0.6;0.6;;;;;10.86;12.09;37.89;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;310000310;310780671;89;30;14;133;5359;1797;870;8026;32327;9074;2600;44001;10;12;0;22;460;3623;0;4083;1419;48257;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;204;0;0;60;31;;;1;18261;0;;1;0;0;0;1;349;1;503;0;0;0;0;;;;;1;1419;0;;0;0;0;0;0;0;1;57;8;15;8;7;3;;1;6;12;83;12;9;;;;13;;;;;;22;43.05;6.9;13.64;6.89;6.05;3.01;;0.1;4.59;6.39;60.18;11.32;17;14;16;164;198;81;3;8;501;2;1;90;8;2;11;20;17;3;70;222;723;15.58;12.3;15.72;157.03;194.48;82.49;2.16;9.61;489.37;1.25;1;86.9;7.41;2.95;10.51;18.99;16.83;3;71.99;217.88;707.25;1;1;1;0;0;0;0;;;;;1;0;1;0;;;;;6;9
SYGEN;2021;310000336;310780713;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;464;205;12;61;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;5;;;;;;;;;;;;;4.79;;;;;;;;;;4.79;;;2;;26;50;37;2;7;124;;;10;2;1;2;;;1;26;41;165;;2;;24.56;44.99;36.26;1.3;4.84;113.95;;;9.38;1.73;0.86;2;;;0.7;24.66;38.47;152.42;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;310000369;310780754;;;;;;;;;;;;;;;;;;;;;;;;;282;20;40;342;1395;861;320;2576;858;41;231;1105;93;62;18;173;11993;7483;4281;23757;1;;1;185;;185;11;2;;13;46352;7240;;53592;11;5;16;100179;15350;115529;6640;1257;3111;10862;8103;1533;3386;12841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;8;;;;;81;;5;2;97;19;;;;;;;;;;;;6.97;5.97;;;;;75.62;;3.51;2;88.1;19;;50;0;573;100;130;61;35;949;6;2;124;98;36;5;1;;;141;377;1326;;48.2;0.75;559.47;101.27;123.55;49.9;24.82;907.96;5.43;2;116.62;93.5;32.97;5.89;1;;;134.53;358.97;1266.93;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;310005459;310021886;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;170;2588;;;;;;;;;;;;;;;;;;;;;1;0;0;;;;;;;;;5;5;;;;;;;1;;6;;;;;;;;;;;;;3.49;3.49;;;;;;;0.1;;3.59;;2;4;;26;7;;2;;41;1;1;10;4;4;4;;;1;;21;62;2.31;2.59;;27.32;5.03;;0.91;;38.16;1;1;9.71;3.23;3.23;3.87;;;1;;19.81;57.97;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;310006473;310002712;;;;;;;;;;;;;;;;;;;;;1130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;1;;;;;1;;;;;;;;;;;;1;;;;1;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;310011838;310002712;;;;;0;0;0;0;0;0;0;0;;;;;0;0;0;0;3404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;5;5;;;;;;;;;5;;;;;;;;;1;;1;;;;;3;;;;;3;;;;;;;;;;;;3;;;;3;;;;;3;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;310013628;310786256;15;;;15;483;0;0;483;5201;0;0;5201;;;;;0;0;0;0;;569;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;375;0;;53;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;1;;7;;;;;;;;;;;;;5.79;;;;;;;;1;;6.79;;;4;;33;84;26;3;7;157;3;;26;9;4;4;;;;38;80;237;;4.16;;34.27;77.62;26.78;2.5;5.28;150.61;3;;23.72;5.68;3.2;2.71;;;;34.63;69.74;220.35;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;310014329;310781562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;96;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;1;;3;;;;;;;;;;;;;0.46;0.39;;;;;;;0.05;;0.51;;;1;;8;2;3;1;6;21;2;1;5;6;1;;;;;1;15;36;;1;;5.72;1.33;2.13;0.5;5.3;15.98;0.18;0.03;3.8;3.37;0.5;;;;;0.6;7.98;23.96;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;310016977;310781406;204;36;116;356;12322;2635;8721;23678;53313;8770;35988;98071;28;22;12;62;5387;3488;2766;11641;1617;184310;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;331;0;;1;55061;0;1;0;0;1;2743;0;4955;0;1401;1;497;1;738;1;;1;879;0;;1;1;0;0;1;1;1;137;17;1;25;47;31;4;;8;6;202;129;;;;;;;;;;;;100.39;8.67;0.38;20.25;32.65;21.17;4;;;3.83;140.87;111;143;21;339;253;502;55;26;30;1369;1;;126;1;;18;13;32;3;54;248;1617;136.94;22.02;333.14;240.87;464.87;52.65;17.79;26.38;1294.66;1.29;;122.1;0.4;0.05;17.76;12.43;31.16;4.31;51.49;240.94;1535.6;0;0;0;1;0;1;0;;;;;1;1;1;0;;;;;17;34
SYGEN;2021;310018650;310781562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;1622;1622;;70;;70;;70;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;2;;;;;;;;;;;;;;;;;;;0.11;;;;0.11;;;;;;;;1;2;3;;;2;2;1;;;;;;4;7;;;;;;;0.5;0.24;0.74;;;0.18;1.05;0.3;;;;;;1.23;1.97;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;310018684;310000617;;;;;;;;;;;;;;;;;;;;;1840;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;310019351;310781406;95;37;;132;6412;2155;0;8567;28476;5909;0;34385;34;11;;45;4584;1793;0;6377;25246;94451;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;785;5;;;;;;;;;;;;;1;1471;;;;;;;1;20024;1;;1;5200;0;;0;0;0;0;0;;;74;1;;8;19;;;;;2;95;53;;;;;;;;;;;;46.25;0.49;;8.2;13.18;;;;;1.27;60.7;53;;5;13;215;147;4;3;21;408;;;65;1;;;3;9;;49;127;535;;8.94;14.11;207.27;149.73;2.84;3.53;17.61;404.03;;;60.66;1.1;0.1;;2.24;9.15;0.63;46.36;120.14;524.17;;;;;;;;;;;;1;0;;;;;;;6;9
SYGEN;2021;310020169;310000633;;;;;;;;;;;;;;;;;;;;;2477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.15;;;;;;;;0.06;;0.21;;;;;;;;;;;;;;;;;;;;;;;;0.03;;0.9;;;0.02;0.04;0.99;0.03;0.03;0.38;0.06;0.06;0.11;;;0.18;0.23;1.02;2.01;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;310020938;750056335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115;1121;4560;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;4;;;;;;;2;;10;;;;;;;;;;;;;7;3;;;;;;;1.1;;8.1;;;2;;25;23;20;1;5;76;2;;10;2;2;1;;;;7;22;98;;2;;22.7;22.64;19.83;0.8;3.93;71.9;2;;9.16;1.4;1.4;1;;;;6.1;19.66;91.56;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;310021571;310021563;14;0;0;14;564;0;0;564;4022;0;0;4022;0;0;0;0;0;0;0;0;;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91;963;1573;10;58;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;6;;;;;;1;;2;17;4;5;;;;;;1;;;1;7;10.8;6.2;;;;;;0.1;;0.2;11.1;3;;3;1;46;61;1;3;5;120;2;;10;2;2;;;;;13;27;147;;3;0.3;42.61;56.93;1;2.5;4.3;110.64;2;;9.5;1.5;1.5;;;;;10.5;23.5;134.14;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;310022298;310781406;16;;;16;467;0;0;467;5981;0;0;5981;;;;;0;0;0;0;;1210;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82;839;1675;10;60;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;2;;;;;;;;;19;19;;;;;;;;;;;;13.72;1.83;;;;;;;;;13.72;19;;4;1;77;131;2;3;26;244;;;12;1;;;;;;;13;257;;4.7;0.75;75.39;124.3;2;2.72;26.82;236.68;;;11.79;1;;;;;;1.95;14.74;251.42;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;310022330;310022322;;;;;;;;;;;;;;;;;;;;;4335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;10;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;310023007;810005678;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;421;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;;;;;;;1;;5;;;;;;;;1;;;;1;1.82;1.82;;;;;;;0.02;;1.84;;;1;;11;0;4;3;2;21;1;;2;1;1;;;;;1;5;26;;1;;10.11;0.14;4.76;1.65;1.47;19.13;1;;2;0.8;0.8;;;;;1;4.8;23.93;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;310025333;310781406;91;14;;105;3585;859;0;4444;29692;4028;0;33720;34;5;;39;1921;617;0;2538;8711;272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2573;;;;;;;;;;;1;7916;1;795;0;0;0;0;1;;;43;;;;;;;;;9;52;18;;;;;;;;;;;;41.18;;;3.76;0.21;;;;;6.42;47.81;18;;7;;155;101;1;;;264;3;;30;;;23;101;;1;91;249;513;0.04;7.74;;152.96;103.76;1;;;265.5;2.73;;28.71;;;22.78;94.9;;2.11;90.93;242.16;507.66;0;0;1;0;1;0;1;;;;;;;;;;;;;;
SYGEN;2021;310026083;310026075;15;107;51;173;2366;2547;4591;9504;7170;6002;17281;30453;7;51;7;65;5088;14546;1559;21193;381;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;361;0;3573;1;457;0;0;;;;;1;381;0;;0;0;0;0;0;0;1;;;;;;;;;2;2;4;3;130;;;18;80;18;;;;5;215;;;;;;;;;1.8;1.1;2.9;3;53;14;56;76;62;107;1;1;370;3;1;48;1;1;9;;;;10;72;442;40.61;13.5;48.92;56.09;49.2;71.84;0.5;1;281.66;3;1;40.68;0.5;0.5;8.76;;;;9.86;63.8;345.46;;;;;;;;;;;;1;0;2;0;;;;;22;38
