NOM_COURT_GHT;CODE_GHT;NOM_COMPLET_GHT;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;CAP_HTP_GEN;CAP_HTP_INF;CAP_HTP_PEN;CAP_HTP_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;FIL_TPL_GEN;FIL_TPL_INF;FIL_TPL_PEN;FIL_TPL_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;JOU_USLD;PLATOT_HAD;SEJ_HAD;JOU_HAD;FIL_HAD;BIO_B2;BIO_B3;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A10;PHARMA_A16_OUI;PHARMA_A17_OUI;PHARMA_A18_OUI;PHARMA_A19_OUI;PHARMA_A20_OUI;PHARMA_A16_NON;PHARMA_A17_NON;PHARMA_A18_NON;PHARMA_A19_NON;PHARMA_A20_NON;NB_SCAN;ACT_SCAN;ACTNUI_SCAN;NB_IRM;ACT_IRM;ACTNUI_IRM;NB_CAM;ACT_CAM;ACTNUI_CAM;NB_TOMO;ACT_TOMO;ACTNUI_TOMO;NB_MAMM;ACTEX_MAMM;NB_LITHO;ACT_LITHO;ACTNUI_LITHO;NB_RADIO;ACT_RADIO;ACTNUI_RADIO;NB_VASC;ACT_VASC;ACTNUI_VASC;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_C10;BLOCS_C11;BLOCS_C12;BLOCS_C13;BLOCS_C14;BLOCS_C15;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;INTTOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRINF;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRINF;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;NB_ETAB;NB_CHRCHU;NB_CH;NB_CHS;NB_AUT
BFC-08;27108;JURA;274;42;25;341;12772;2484;1750;17006;83403;10817;5750;99970;8;18;0;26;653;3141;0;3794;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;288;2258;76921;6421;26;111;58;36844;;;;;713785;88420;;;;;;;;;;;;;;;;;3;21930;;2;;;1;;;;;;;;;;;7;41494;;;;;3;4;1;1;1;;;1;0;1;0;7;2;5;2;1;1;9;6;6;4358;786;91;1;3116;75;157;23;30;15;25;8;;;19;10;211;3;;;;;;;;;;3;109.52;13.21;24.13;9.46;17.61;4.28;;;13.16;3.89;144.18;41;37.58;31;46;55;421;482;202;16;59;1312;9;;222;13;3;26;28;33;;198;529;1841;29.81;41.23;48.36;389.99;440.38;190.22;12.12;46.52;1198.63;8.49;;197.77;10.18;1.9;23.21;26.5;29.37;;191.71;487.23;1685.86;7;;7;;
BFC-09;27109;NORD FRANCHE-COMTÉ;484;109;64;657;23519;6688;4432;34639;166373;35835;17545;219753;58;36;9;103;4367;7707;2153;14227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;186;1684;64571;686;15;153;72;52134;;;;;1891758;293622;;;;;;;;;;;;;;;;;3;31999;;4;9144;;3;3600;;1;1796;;1;3060;1;54;;7;74762;;;;;1;15;2;1;1;3;1;4;1;1;;24;5;;3;1;;26;11;;15447;2136;1873;506;7430;200;209;21;37;29;57;16;1;2;23;7;299;8;0;0;0;0;0;0;0;0;0;8;160.86;14.04;25.12;22.03;49.42;14.48;0.01;1.6;20.65;5.7;238.24;124;119.34;67;59;113;841;719;337;21;57;2214;9;2;401;35;17;28;80;102;13;428;1098;3312;63.25;57.24;103.11;782.99;701.67;326.98;16.91;54.47;2106.62;7.63;2;381.81;31.24;16.22;24.52;73.76;95.13;13.17;424.23;1053.49;3160.11;4;;3;;1
BFC-11;27211;HAUTE-SAÔNE;341;58;25;424;16007;2977;1903;20887;100670;15572;7012;123254;49;18;0;67;6734;4659;128;11521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;894;21886;816;6;;;;;;;;;;;;;;;;;;;;;;;;;;3;25452;;3;7244;;1;;;;;;2;1842;1;;;6;47293;;;;;1;10;1;1;1;0;;2;;0;;13;2;;1;;;18;;;5880;763;127;4;4738;53;137;27;27;20;40;9;;;8;11;196;15;6;;;3;;;;;3;21;108.45;21.3;23.1;18.1;32.5;8;;;7.8;8.55;157.3;97;86;31;40;66;461;426;159;20;30;1233;5;3;222;23;;27;29;33;3;185;530;1763;29.38;39.71;69.21;425.66;397.05;142.62;10.49;22.88;1137;4.85;3;203.17;16.34;;25.78;28.14;31.66;3;172.83;488.77;1625.77;4;;4;;
BFC-12;27112;SUD COTE D'OR;114;30;23;167;6541;4004;1049;11594;37515;7109;3002;47626;8;10;;18;158;143;0;301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;391;12304;2728;10;60;18;16765;35;555;8914;278;325766;29082;;;;;;;;;;;;;;;;;1;9800;;1;3670;;;;;;;;1;1;;;;3;16226;;;;;1;5;;1;1;;;1;;;;7;1;0;1;;;10;;;3211;519;44;15;1636;17;61;12;11;7;17;6;;;5;6;89;18;16;;;1;;;;;;19;41.2;5.25;8.38;6.1;14.47;4.67;;;5;5.5;66.17;51;27.54;27;19;33;253;248;134;7;19;740;5;1;103;8;5;14;20;16;;214;381;1121;20.34;13.95;27.13;168.44;155.39;76.31;3.38;11.84;476.78;5;0.21;86.72;4.52;3.75;10.19;15.72;12.36;;126.7;261.42;738.2;3;;3;;
BRE-01;53101;BRETAGNE OCCIDENTALE;1037;349;100;1486;50337;17076;5416;72829;330313;77449;22258;430020;111;56;6;173;12574;11624;2353;26551;461;38;;499;435;22;;457;6505;671;;7176;232;109;;341;22816;9791;;32607;27;;27;1720;;1720;3916;298;;4184;16768;2053;369;19265;21162;2800;369;24210;409;4242;126072;5400;20;252;154;85393;;;;;4927894;375116;;;;;;;;;;;;;;;;;7;67953;;5;24408;;4;10139;;2;13171;;2;3282;1;322;;21;153485;;6;10966;;13;41;6;3;3;10;0;8;0;4;1;66;10;0;7;4;0;63;26;0;32224;3280;2336;1700;13930;301;579;84;72;73;155;38;78;32;70;54;968;42;42;;;;;;;;;42;449.22;66.84;59.42;64.99;115.66;29.52;67.33;13.97;61.99;41.41;749.58;474;449.9;110;189;349;2567;1809;453;123;148;5748;33;5;995;127;75;82;219;199;31;1227;2918;8666;102.76;168.5;318.83;2420.07;1695.42;434.04;82.49;114.78;5336.89;28.79;5;909.48;101.9;60.52;65.59;217.54;191.32;27.42;1149.3;2696.34;8033.23;13;5;7;;1
BRE-02;53102;UNION HOSPITALIÈRE DE CORNOUAILLE;478;95;40;613;24955;6425;3737;35117;154827;21629;12639;189095;75;28;0;103;7058;6808;596;14462;218;12;;230;192;12;;204;2286;156;;2442;143;64;;207;11393;6840;;18233;6;7;13;803;577;1380;1326;76;;1398;8438;1627;;9933;10188;1830;;11882;45;380;12579;2641;13;180;86;63477;;;;;1219252;408402;;;;;;;;;;;;;;;;;3;26415;;3;14211;;;;;;;;3;2851;2;1126;;10;59736;;2;2157;;2;14;1;1;1;1;;3;;0;;19;2;2;2;1;0;22;18;0;13809;2454;1243;192;7197;222;263;63;30;28;53;15;38;1;27;4;386;4;0;0;;3;;;;0;;7;217.56;46.95;28.08;25.94;43.88;12.23;34.78;0.6;23.55;3.03;323.4;114;115.03;62;90;128;1144;900;271;50;93;2738;36;4;496;87;38;45;55;88;10;511;1332;4070;54.49;83.51;114.85;1067.51;714.01;209.9;39.09;81.41;2364.77;33.75;4.58;453.29;78.8;38.17;42.07;49.34;81.05;9.58;493.21;1245.67;3610.44;8;;3;1;4
BRE-03;53103;GROUPE HOSPITALIER SUD BRETAGNE;587;75;53;715;31215;4959;4340;40514;193353;23273;15766;232392;95;33;4;132;6352;6556;938;13846;268;8;;276;256;8;;264;2486;90;;2576;140;68;;208;10579;6177;;16756;5;;5;38;0;38;1680;58;0;1729;7963;1727;696;10290;10117;2027;729;12711;248;2559;78606;978;14;195;101;66327;;;;;1632361;111536;;;;;;;;;;;;;;;;;3;28619;;2;11586;;;;;;;;2;3291;;;;7;59384;;2;2914;;2;9;1;2;1;3;;2;;;;16;2;;2;;;23;;;13529;2264;1541;222;5312;90;294;77;46;33;53;21;35;5;20;19;426;;;;;;;;;;;;249.61;63.85;37.47;29.91;41.98;16.13;27.89;1.69;20.66;16.29;358.12;79;80.32;70;99;146;1366;1060;316;66;100;3223;18;1;602;56;35;37;66;94;11;528;1413;4636;65.38;99.79;136.09;1305.19;1010.65;324.65;38.66;81.37;3061.78;16.73;0.34;576.31;57.58;34.52;34.11;62.07;89.53;11.22;517.53;1365.42;4427.2;12;;9;1;2
BRE-04;53104;BROCÉLIANDE ATLANTIQUE;616;137;54;807;29960;8555;3198;41713;197463;37634;12898;247995;69;26;4;99;6172;8186;279;14637;319;12;;331;309;12;;321;2751;198;;2949;239;84;;323;15945;8080;;24025;14;2;16;3451;0;3451;2033;146;;2179;12924;2330;;15254;15752;2779;;18464;273;2505;80802;11629;26;223;132;76486;40;465;8807;369;1365680;386994;;;;;;;;;;;;;;;;;4;83381;;3;28118;;;;;;;;3;5035;;;;12;92487;;1;340;;5;14;2;2;2;1;1;3;0;0;0;20;5;5;3;2;1;30;15;12;15140;2430;1761;1283;8900;132;300;32;44;37;53;17;47;6;30;12;448;;;;;;;;;;;;256.08;25.93;40.71;35.85;47.89;16.1;39.53;2.53;25.84;8.35;380.22;104;99.25;65;109;196;1445;1227;461;86;136;3725;24;3;628;73;44;51;61;79;9;417;1345;5070;59.91;106.93;177.7;1344.67;1126.65;391.63;60.78;105.32;3373.59;19.97;3;580.14;52.7;34.05;45.3;60.56;75.39;9.31;393.58;1239.95;4613.54;8;;5;1;2
BRE-05;53105;HAUTE BRETAGNE;1244;397;141;1782;65660;19404;9056;94120;406974;108813;38759;554546;174;69;18;261;22614;14872;1944;39430;30;;;30;25;;;25;366;;;366;12;;;12;1383;;;1383;;;;;;;288;;;288;1379;;;1379;1876;;;1876;443;4526;131014;12156;33;282;197;81136;6;25;191;22;5373418;482653;;;;;;;;;;;;;;;;;8;83941;;8;32258;;;;;;;;2;3541;;;;23;162302;;2;2762;;27;45;8;6;4;11;4;11;1;2;;75;17;;11;4;;78;28;;42296;5351;3422;2205;14063;652;747;78;76;129;193;57;12;53;86;101;1192;64;42;;;11;3;;;;;75;529.74;52.4;46.81;98.2;130.79;36.87;8.6;24.82;65.52;70.7;830.17;523;775.99;162;160;536;2398;2400;581;112;270;6619;43;7;1116;91;63;118;281;175;26;1553;3410;10029;146.3;154.84;504.68;2255.26;2262.01;567.58;66.4;208.94;6166.01;39.94;8.13;1030.92;74.77;51.39;113.18;277.17;169.76;25.28;1487.32;3226.47;9392.48;15;4;11;;
BRE-06;53106;RANCE EMÉRAUDE;425;63;36;524;29485;3665;2776;35926;154919;16267;8591;179777;35;18;2;55;7558;1647;570;9775;90;7;;97;80;7;;87;693;178;;871;20;28;;48;2211;2505;576;5292;;;;0;;0;494;111;0;600;4059;1737;166;5752;4607;1877;166;6435;102;1030;34198;2759;8;143;88;48003;;;;;1301717;60632;;;;;;;;;;;;;;;;;2;27099;;3;8112;;;;;;;;;;;;;5;43711;;1;2126;;4;8;1;1;1;;;1;;;;10;2;2;2;1;1;15;12;3;7668;1390;1555;46;4498;87;218;46;36;23;47;18;9;;16;23;313;;;;;;;;;;;;184.72;40.89;29.55;22.33;34.23;13.86;8.3;;13.62;22.2;263.07;71;62.84;56;53;70;834;897;155;39;72;2176;9;1;338;42;27;30;48;37;3;294;802;2978;48.53;52.35;65.56;782.37;824.06;138.92;33.55;62.95;2008.29;8.07;1.18;299.86;40.46;28.93;26.44;45.74;36.2;2.91;278.74;739.6;2747.89;4;;3;;1
BRE-07;53107;ARMOR;873;178;61;1112;41507;10765;4245;56517;270013;49065;15588;334666;79;58;6;143;6971;10395;1432;18798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;379;4381;102758;27805;116;150;130;52923;35;445;12874;320;2459253;295358;;;;;;;;;;;;;;;;;6;49436;;4;21896;;2;8357;;1;3054;;4;7456;;;;21;131616;;2;3714;;9;19;13;4;3;2;2;8;1;4;0;37;19;0;6;4;;39;27;;19163;2780;1854;784;10306;128;389;60;59;42;90;35;2;;44;20;545;5;;;;7;2;;;;;12;343.96;59.59;47.06;36.46;71.68;23;1.42;;39.34;19.98;476.38;128;119.16;104;129;234;1370;1684;321;64;195;4101;29;2;757;52;36;76;113;121;11;761;1922;6023;88.2;114.43;208.85;1217.22;1494.78;299.48;34.65;149.83;3607.44;28.45;2;702.98;39.28;27.32;67.34;105.86;110.77;11.36;727.63;1795.67;5403.11;9;;9;;
BRE-08;53108;CENTRE BRETAGNE;210;38;15;263;9979;1851;1364;13194;68887;8888;5272;83047;14;12;3;29;1191;1738;550;3479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;179;1590;46661;2139;6;30;16;10521;;;;;754952;15255;;;;;;;;;;;;;;;;;2;11159;;1;3100;;;;;;;;1;942;;;;3;27565;;;;;1;5;1;1;1;;;3;1;;;9;3;;1;1;;12;4;;4238;679;8;16;2151;66;72;19;11;4;23;9;2;4;8;9;118;3;;;;;;;;;;3;57.77;13.51;7.1;3.6;22.41;8.5;2;1.43;5.63;7.53;96.77;12;11.33;34;32;38;322;396;60;13;39;934;5;;178;12;8;10;25;27;1;199;457;1391;29.33;24.91;37.5;299.92;374.44;34.55;6.45;30.72;837.82;5.07;;172.25;11.58;7.93;10.49;23.95;25.93;1;190.78;441.05;1278.87;5;;5;;
COR-01;94101;HAUTE-CORSE G2HC;236;49;22;307;12969;3433;1894;18296;60671;19584;5549;85804;8;6;0;14;943;643;0;1586;38;0;0;38;38;0;0;38;674;0;0;674;0;25;0;25;0;2000;0;2000;0;0;0;0;0;0;450;0;0;450;1895;1015;679;2879;2345;1063;679;4087;72;652;18873;7445;27;60;46;19234;20;100;7843;81;1044694;17707;;;;;;;;;;;;;;;;;2;23006;;1;10059;;;;;;;;2;2867;;;;4;25799;;1;0;;1;6;1;1;0;1;1;1;0;4;0;13;2;0;1;0;0;12;0;0;5350;835;1456;139;1381;1;230;78;47;20;42;16;16;2;15;7;312;0;0;0;0;0;0;0;0;0;0;0;161.54;43.79;38.51;17.07;28.04;9.04;14.47;1.2;10.71;6.22;222.18;25;26.13;31;25;40;573;522;178;30;55;1454;9;1;236;24;13;29;32;42;4;189;566;2020;30.54;27.78;40.15;540.06;486.79;161.37;24.3;48.23;1359.22;8.46;1;219.92;21.69;12.1;26.33;28.31;42.69;5.32;179.85;533.57;1892.79;4;;3;;1
COR-02;94102;CORSE DU SUD;171;63;29;263;8376;3470;2290;14136;54127;16483;6503;77113;2;11;0;13;1092;2482;0;3574;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;442;18221;0;;130;85;36929;25;143;4650;76;764553;201147;;;;;;;;;;;;;;;;;1;13255;;2;5483;;;;;;;;;;1;91;;4;24720;;2;1995;;1;6;1;0;0;1;0;1;0;1;0;9;1;0;1;0;0;11;0;0;5181;863;1013;242;2850;104;129;50;5;21;39;14;1;;10;6;185;;;;;;;;;;;;122.28;74.38;1.49;16.84;29.62;9.19;1;;9.76;5.58;168.24;23;26.96;27;36;42;511;568;301;8;24;1517;4;1;247;10;6;24;37;34;6;295;658;2175;27.48;35.79;42.24;477.79;514.91;273.9;6.21;17.81;1396.13;4.83;0.3;242.69;7.62;5.35;21.88;34.79;34.31;6.83;285.85;639.1;2035.23;4;;3;;1
CVL-01;24101;CHER;483;83;66;632;22519;4096;2929;29544;147630;23745;11385;182760;25;31;8;64;489;5865;893;7247;442;8;;450;211;8;;219;1340;161;;1501;120;52;;172;5539;2592;0;8131;2;0;2;0;;0;771;112;;881;9343;1924;380;11529;10966;2165;380;13388;276;2151;77938;3322;28;277;131;88939;30;505;9229;228;1366888;531871;;;;;;;;;;;;;;;;;4;30241;;3;13929;;;;;;;;1;0;;;;7;51789;;2;1038;;12;10;2;2;2;4;0;6;0;0;0;22;4;1;2;2;0;16;16;0;9769;1430;1694;138;4873;97;195;35;25;17;56;17;28;4;19;12;314;;;;;;;;;;;;171.56;30.41;25.38;17.09;44.31;12.02;25.15;1.16;16.28;9.5;267.96;68;55.53;47;71;69;1063;1162;519;71;79;3081;15;5;426;93;28;50;44;49;6;515;1203;4284;41.31;68.82;67.48;1003.11;1036.32;475.32;58.2;58.06;2808.62;14.85;3;395.8;77.52;25.2;45.44;44.77;45.54;7.48;503.05;1137.45;3946.07;9;;7;1;1
CVL-02;24102;INDRE;373;117;40;530;14582;4394;2464;21440;110515;23624;8329;142468;31;21;1;53;1033;3443;45;4521;165;8;;173;150;4;;154;1149;89;;1238;12;33;;45;733;1981;;2714;9;;9;0;;0;749;;;749;4468;1360;793;6621;5257;1360;793;7410;375;2816;105419;5935;20;172;140;48873;35;297;9243;215;;;;;;;;;;;;;;;;;;;4;32254;;1;843;;;;;;;;2;1506;;;;14;56846;;;;;4;8;1;2;1;1;;4;;2;;17;2;;2;;;14;;;5976;1023;263;446;3946;21;173;45;34;11;41;13;17;9;21;7;268;9;7;0;0;0;0;0;1;0;0;10;119.94;30.39;18.65;10.03;31.39;8.93;14.85;5.32;15;6.02;192.52;42;45.5;34;46;40;694;683;397;45;73;2012;16;1;374;57;14;39;1;56;7;377;928;2940;33.96;41.15;37.03;667.25;656.86;378.01;33.55;50.42;1898.23;12.05;1;329.12;47.95;11.71;29.55;1;55.08;2.61;322.19;800.55;2698.78;11;;9;;2
CVL-03;24103;TOURAINE VAL DE LOIRE;964;359;94;1417;50526;19556;6788;76870;278114;94855;28281;401250;113;49;10;172;13248;14323;1617;29188;315;24;;339;312;24;;336;3037;509;;3546;182;75;;257;22003;13895;;35898;0;1;1;0;21;21;1938;135;;1623;6948;4827;;11362;10051;5260;;14462;482;3829;130738;2784;16;124;47;43723;;;;;2934155;1875416;;;;;;;;;;;;;;;;;8;54823;;5;23034;;3;5960;;2;5853;;4;8034;;;;22;132248;;3;4183;;9;48;10;6;0;14;2;6;0;2;0;76;12;4;7;3;1;70;15;6;41055;3950;4284;1642;9350;237;732;148;29;100;200;41;98;8;71;108;1217;10;10;0;0;3;0;0;;0;;13;465.06;102.39;21.12;68.49;105.97;24.81;68.49;4.28;57.01;68.91;769.72;521;360.69;128;163;325;2421;1909;770;122;196;6034;31;4;1077;130;63;74;214;189;22;1233;2974;9008;112.71;164.54;305.72;2273.4;1793.22;740.77;100.37;146.05;5636.78;29.41;4.23;999.25;116.53;56.21;69.68;204.93;185.07;20.13;1139.67;2768.9;8405.68;13;5;8;;
CVL-04;24104;LOIR-ET-CHER;474;116;41;631;18559;4909;2899;26367;140807;23644;9806;174257;29;26;0;55;958;6276;0;7234;180;5;0;185;164;4;0;168;1407;235;0;1642;85;31;0;116;9079;2152;0;11231;5;0;5;0;0;0;879;164;;1043;4635;1576;306;6167;5677;1841;306;7432;307;2476;89905;436;4;160;121;54427;;;;;989494;107344;;;;;;;;;;;;;;;;;4;44099;;3;18054;;;;;;;;1;2219;;;;9;67030;;;;;4;11;3;2;1;0;0;1;0;0;0;14;4;0;2;1;0;22;2;0;10571;1479;262;28;4876;72;207;90;17;23;51;12;18;1;23;10;310;14;14;0;0;3;0;0;0;0;3;20;183.15;77.02;15.99;20.14;42.71;11.46;16.62;1;21.1;5.1;269.68;93;86.25;47;59;82;832;912;203;50;77;2262;13;1;370;55;21;38;39;50;2;428;996;3258;42.91;53.87;79.89;787.25;862.04;192.89;35.52;65.37;2119.74;13.2;0.6;342.59;48.52;16.82;32.27;35.95;49.11;2.93;399.05;924.22;3043.96;8;;8;;
CVL-05;24105;LOIRET;995;274;165;1434;42832;10769;11162;64763;287714;51868;39941;379523;126;76;1;203;6454;12190;1500;20144;250;10;40;300;216;6;40;262;2526;128;271;2925;95;51;18;164;10511;4516;2694;17721;;;;;;;1716;98;198;1987;14145;3484;1055;18394;16289;3712;1270;20843;245;2284;74943;467;6;290;192;92169;;;;;3830831;272302;;;;;;;;;;;;;;;;;5;54670;;5;14158;;3;8643;;3;5889;;3;3832;;;;15;121789;;1;38;;4;23;3;5;3;1;0;5;0;0;0;34;6;0;6;1;0;53;2;0;21653;4995;1886;473;14971;341;474;138;10;54;86;30;64;;43;26;693;24;;;1;22;2;;;1;2;49;372.11;108.19;7.01;40.76;67.43;25.74;54.39;;34.18;23.45;551.56;267;244.48;156;139;236;2130;2008;625;119;151;5564;31;4;904;134;71;103;148;159;14;1046;2543;8107;148.29;129.75;223.97;2016.68;1758.63;457.62;97.02;122.33;4954.29;24.05;4.58;850.78;115.45;61.84;85.71;143.55;152.51;13.07;941.05;2330.75;7285.04;13;2;8;1;2
CVL-06;24106;EURE-ET-LOIRE;805;109;71;985;41144;6472;5081;52697;232221;30331;19488;282040;76;47;7;130;2298;11808;797;14903;234;17;0;251;218;5;0;223;2332;175;0;2507;89;95;0;184;13583;13530;0;27113;8;0;8;161;0;161;1842;71;0;1913;5776;2754;633;9126;8397;3526;640;12502;287;2180;79093;3452;11;218;80;72940;;;;;2738278;544490;;;;;;;;;;;;;;;;;6;59168;;4;14176;;;;;1;;;4;1847;;;;16;103091;;1;5579;;7;16;2;4;3;1;1;3;0;1;0;25;6;6;4;0;1;32;0;5;15564;3007;1971;592;9815;39;422;69;69;51;93;29;44;;24;26;609;6;0;;;1;;;;;;7;319.29;55.91;47.7;38.5;67.74;22.3;33.03;;21.41;18.82;460.29;148;122.27;89;82;108;1351;1278;426;71;79;3484;23;;584;110;36;50;96;76;10;661;1610;5094;82.49;80;96.85;1303.44;1225.02;428.39;61.06;69.77;3347.02;22.92;;555.81;101.36;33.42;45.03;93.92;73.37;9.44;635.87;1537.72;4884.74;8;;7;1;
GE-01;44101;BASSE-ALSACE SUD-MOSELLE;1559;717;242;2518;85502;33809;17811;137122;501754;142340;51644;695738;263;115;35;413;31072;16243;4603;51918;605;29;;634;601;29;;630;6415;353;0;6768;333;178;12;523;32154;20709;2579;55442;1;0;1;0;7;7;4408;244;0;4626;21958;8697;1425;31559;27708;10174;1473;38741;480;3952;117653;6925;26;506;254;162448;64;782;19035;595;7579991;583798;;;;;;;;;;;;;;;;;13;131903;;12;58067;;5;26049;;1;1722;;4;9811;1;7;;31;230678;;8;8769;;19;72;14;6;5;17;3;11;2;1;0;107;24;4;14;4;0;148;24;0;60057;7088;5714;2264;23645;780;1166;180;88;201;305;88;173;111;98;157;2010;26;0;;;4;;0;0;0;0;30;831.76;126.06;63.46;162.89;202.87;57.98;142.73;27.94;78.27;113.28;1396.85;808;767.89;273;241;628;4282;2774;1574;251;355;10378;53;7;1681;231;112;211;457;358;29;2120;5147;15525;248.63;252.82;581.68;4036.43;2593.54;1468.82;187.71;291.01;9660.64;50.87;6.1;1579.39;204.66;98.38;192.72;428.79;342.41;34.26;2046.23;4885.43;14546.07;18;4;11;2;1
GE-02;44102;CENTRE ALSACE;650;230;84;964;29473;13353;4978;47804;199032;59958;15809;274799;54;49;1;104;11213;14866;30;26109;51;;;51;51;;;51;579;;;579;27;36;;63;3090;7413;;10503;;;;;;;424;;;424;2682;1773;;4430;3188;2007;;5151;318;2923;93001;7393;52;219;174;76179;;;;;3239619;190154;;;;;;;;;;;;;;;;;3;49082;;3;19754;;2;6768;;;;;1;1764;1;199;;17;115742;;4;2402;;4;27;4;2;2;6;;12;1;1;;48;7;2;5;2;1;56;18;5;27073;2274;515;636;9997;392;403;69;43;46;139;40;19;12;48;23;644;;;;;;;;;;;;317.69;52.03;35.74;44.66;88.7;18.45;15.95;5.79;38.85;17.93;484.91;244;225.07;77;85;204;1438;967;690;59;138;3658;23;6;645;71;45;64;118;139;17;741;1824;5482;66.68;67.75;187.46;1294.57;896.55;641.55;41.09;108.43;3304.08;21.42;4.89;558.95;59.23;35.86;52.81;111.76;126.94;13.95;679.46;1629.41;4933.49;11;;11;;
GE-03;44103;HAUTE ALSACE;625;196;70;891;26083;6464;5571;38118;195286;37450;21388;254124;84;59;15;158;10876;8709;2583;22168;348;16;;364;337;16;;353;3448;208;;3656;160;90;;250;16301;7401;;23702;;;;;;;2549;143;15;2680;15695;3334;1365;18852;18632;3807;1380;22596;287;2491;77924;16632;71;193;138;64802;;;;;2258614;220989;;;;;;;;;;;;;;;;;3;41038;;3;14769;;1;3105;;1;;;1;1109;1;192;;12;70727;;2;5634;;3;18;2;1;1;3;;1;;;;23;3;;4;;;32;;;16875;2728;2032;458;8048;206;369;33;28;43;95;33;71;5;31;20;591;14;9;2;;;;;;;;14;275.36;23.91;23.01;37.46;67.7;21.2;62.6;2.8;28.5;11.52;448.48;226;223.62;93;122;220;1710;1141;459;154;151;4050;22;4;754;164;76;51;96;104;23;761;1979;6029;85.43;108.21;198.12;1606.6;1034.62;424.74;122.45;122.59;3702.76;20.16;3.29;702.49;145;65.47;42.15;93.87;96.97;19.67;731.51;1855.11;5557.87;9;;8;1;
