,Editeur,titres
3178,POLYMEDIA PUBLISHER GMBH,1
2645,LES EDITIONS OLIVETAN,1
3179,POMMES PRESSE,1
3180,PORTES OUVERTES France,1
3181,POST SCRIPTUM EDITIONS,1
2644,LES EDITIONS NEOPOL FRANCE,1
2643,LES EDITIONS NANTAISES,1
2642,LES EDITIONS MARECHAL-LE CANARD ENCHAINE,1
3183,POURSUIVRE,1
3184,POÈTES SANS FRONTIÈRES,1
3185,PP EDITION,1
3186,PR EDITIONS,1
2641,LES EDITIONS MARECHAL -  LE CANARD ENCHAINE,1
3188,PREMIERE PARTIE,1
3189,PRESENT,1
3212,PRESSES ET LIVRES EN RESEAU (P.L.R),1
3213,PRESSES UNIVERSITAIRES DE FRANCE ( PUF ),1
3262,Paroisse de Moncontour,1
2613,LES EDITIONS DU BIONNAY,1
3242,PUBLICATIONS API,1
3243,PUBLICATIONS CONDE NAST,1
3244,PUBLICATIONS D'ARCHITECTURE ET D'URBANISME,1
2617,LES EDITIONS DU DEMOCRATE,1
2616,LES EDITIONS DU CONCOURISTE,1
3245,PUBLICATIONS DE LA SORBONNE,1
3246,PUBLICATIONS DU MILLIONNAIRE,1
2615,LES EDITIONS DU CERNY,1
3329,ROTO PRESS GRAPHIC RPG,1
3248,PUBLICATIONS PIERRE JOHANET,1
3249,PUBLICATIONS SOLUTIONS UTILITAIRES,1
2612,LES EDITIONS DU 8 MARS,1
3214,PRESSES UNIVERSITAIRES DE GRENOBLE,1
3252,PUBLIMAG,1
3253,PUBLIPRESSE MEDIA,1
3254,PUBLIPRESSE MEDIAS,1
3255,PUBLITRAINS,1
3256,PUBLITRONIC,1
2611,LES EDITIONS DU 3 JUIN,1
2610,LES EDITIONS DIFFUSIONS PAYSANNES,1
2609,LES EDITIONS DIAMOND,1
2608,LES EDITIONS DES SPORTS CYNEGETIQUES,1
3260,PYC MEDIA,1
2607,LES EDITIONS DES SAPEURS POMPIERS DE France,1
3241,PUBLICATIONS AGRICOLES,1
2618,LES EDITIONS DU DEVELOPPEMENT DURABLE,1
2619,LES EDITIONS DU DOLLAR,1
3238,PUBLICATIONS ADMINISTRER,1
2628,LES EDITIONS DU QUOTIDIEN,1
2627,LES EDITIONS DU PRE,1
3216,"PRINT FRANCE OFFSET ""P.F.O""",1
3218,PRO-FIL,1
3219,PROGRESSIVE MEDIA LLC,1
3220,PROMOTION JEUX DE L'ESPRIT,1
3221,PROMOTION PRESSE INTERNATIONAL,1
3223,PROPULSE,1
3224,PROUVENCO D'ARO,1
2624,LES EDITIONS DU PASSE COMPOSE,1
2623,LES EDITIONS DU NOMBRE D'OR,1
3225,PROVINCE DE FRANCE DES FRERES MARISTES,1
3226,PROVINCE DE LYON DE LA CONGREGATION DES MISSIONS AFRICAINES,1
3227,PROVINCIA PADOVANA DEI FMC MESSAGGERO DI S. ANTONIO EDITRICE,1
3228,PROVINCIA PADOVANA DEI FRATI MINORI CONVENTUALI MESSAGERO DI SANT'ANTONIO EDITRICE,1
3229,PRUMUZIONE NUSTRALE,1
3230,PSCI,1
3231,PUBLI -NEWS,1
3232,PUBLI LOUVRE,1
3235,PUBLI-NEWS,1
3236,PUBLI. NOT,1
2621,LES EDITIONS DU KAPOKIER,1
2620,LES EDITIONS DU FITAMANT,1
2614,LES EDITIONS DU CABRI,1
2578,LES ECRANS,1
3330,ROUGE VIF,1
3445,SEJIAR,1
3437,SECTION SYNDICALE DU SNUIPP TARN,1
3438,SEDDITA,1
3439,SEDI.M - SOCIETE D'EDITION ET DE DIFFUSION D'INFORMATIONS MONTAGNE,1
2539,LES ALTERNATIFS DE FRANCHE-COMTE,1
3440,SEDIH,1
3441,SEDIS,1
3442,SEFL,1
2538,LES AFFICHES DE NORMANDIE - EDITIONS - PUBLICITE - IMPRIMERIE,1
3443,"SEIDA (SOCIETE D'EDITION, D'INFORMATION ET DE DOCUMENTATION AGRICOLES DE TARN ET GARONNE)",1
2536,LES AFFICHES D'ALSACE ET DE LORRAINE,1
2535,LES 4 VERSANTS,1
2533,LEOLU,1
3419,SECRETARIAT GENERAL DE L'ENSEIGNEMENT CATHOLIQUE (SGEC),1
2532,LEN MEDICAL,1
3446,SEJT PRESSE,1
3447,SEMAINES SOCIALES DE FRANCE,1
3448,SENO,1
2531,LEMIEUX EDITEUR,1
3449,SENS ET VIE,1
3450,SEP DE BOURGOGNE,1
2530,LELA PRESSE,1
2529,LEGISPORT,1
3451,SEP EUROPE,1
3452,SEPA,1
3436,SECTION REGIONALE DE LA CONCHYLICULTURE DE BRETAGNE SUD,1
3435,"SECTION DU RHÔNE DU SYNDICAT NATIONAL UNITAIRE DES INSTITUTEURS, PROFESSEURS D'ÉCOLE ET PEGC",1
3434,SECTION DEPARTEMENTALE DU SNU IPP MEURTHE ET MOSELLE,1
2540,LES AMIS D'ART'ISSIME,1
3420,SECTEUR FEDERAL CGT DES CHEMINOTS - REGION DE CHAMBERY,1
3421,SECTEUR FEDERAL CGT DES CHEMINOTS DU TERRITOIRE GEOGRAPHIQUE DE LA RÉGION SNCF DE BORDEAUX,1
3422,SECTEUR PASTORAL DE VIC SUR CERE - DIOCESE DE SAINT FLOUR,1
2549,LES AMIS DE L'INFORMATION LIBRE (A.I.L.),1
2548,LES AMIS DE L'ENTENTE,1
2547,LES AMIS DE L'ECOLE EMANCIPEE,1
2546,LES AMIS DE L'ECHO DE LA CERE,1
3423,SECTEUR PASTORAL LAFRANCAISE MOLIERES,1
3424,SECTION  DEPARTEMENTALE DES ALPES-MARITIMES SNUIPP,1
3425,SECTION ACADEMIQUE DU SNES DE GRENOBLE,1
2545,LES AMIS DE L'ARDENNE,1
3426,SECTION DE LA NIEVRE DU SYNDICAT NATIONAL UNITAIRE DES INSTITUTEURS PROFESSEURS DES ECOLES ET PEGC,1
2544,LES AMIS DE L'ABBAYE SAINT-WANDRILLE,1
3427,SECTION DE LOIRE-ATLANTIQUE DU SNU-IPP,1
2543,LES AMIS DE DEMOCRATIE ET SOCIALISME,1
3428,SECTION DE PARIS DU GROUPE UNIVERSITAIRE DE MONTAGNE ET DE SKI,1
2542,LES AMIS DE CONVERGENCE,1
3429,SECTION DEPARTEMENTALE DE LA FEDERATION SYNDICALE UNITAIRE DE LA HAUTE-VIENNE,1
3430,SECTION DEPARTEMENTALE DU CANTAL DE LA FSU,1
3431,SECTION DEPARTEMENTALE DU CANTAL DU SYNDICAT DES ENSEIGNANTS,1
2541,LES AMIS D'INFORMATIONS OUVRIERES 38,1
3432,SECTION DEPARTEMENTALE DU PUY-DOME DU SYNDICAT NATIONAL FORCE OUVRIERE DES LYCEES ET COLLEGES,1
3433,SECTION DEPARTEMENTALE DU RHONE DU SYNDICAT NATIONAL FORCE OUVRIERE DES LYCEES ET COLLEGES,1
3453,SEPA  (SOCIETE D'EDITIONS ET DE PUBLICATIONS AGRICOLES),1
2528,LE.LA.PRESSE,1
2527,LE TRAIT D'UNION PAYSAN,1
3469,SERVICE LITTERAIRE,1
3471,SERVICE PUBLICITE RELATIONS ANNONCES (SPRA),1
2512,LE QUOTIDIEN,1
2511,LE PROTESTANT DE L'OUEST,1
3473,SESC,1
3474,SESC - SOCIETE D'EDITIONS SCIENTIFIQUES ET CULTURELLES,1
2510,LE POPULAIRE DU CENTRE,1
2509,LE POHER HEBDO,1
2508,LE PHARMACIEN DE FRANCE,1
2507,LE PETITES AFFICHES DU PAYS BASQUE ET DES PYRENEES- ATLANTIQUES,1
3476,SEVRE ENVIRONNEMENT - ADQAE,1
2506,LE PETIT MARCHOIS,1
3477,SFEP,1
3478,SFM EDITIONS,1
3479,SGEN - CFDT DE MIDI PYRENNES,1
2505,LE PETIT CORSE,1
3480,SGEN CFDT BOURGOGNE,1
3481,SGEN CFDT HAUTE SAVOIE,1
3482,SGEN CFDT NORD PAS-DE-CALAIS,1
3483,SGEN CFDT REGION CENTRE,1
2503,LE PELICAN MESSAGER,1
3484,SGEN HAUTE NORMANDIE,1
3485,SGEN-CFDT ALSACE,1
2502,LE PEDIATRE,1
3470,SERVICE PUBLIC HOSPITALIER - CONSEIL,1
3468,SERVICE D'ENTRAIDE ET DE LIAISON,1
2526,LE TIGRE,1
3467,SERUM PRESSE,1
3454,SEPA SOCIETE D'EDITIONS ET DE PUBLICITE AGRICOLES DE L'EST,1
2525,LE TEMPS DU TANGO,1
2524,LE TEMPS,1
2522,LE SYNDICAT INDEPENDANCE ET DIRECTION - SYNDICAT INDEPENDANT DES PERSONNELS DE DIRECTION DE L'EDUCATION NATIONALE,1
3455,SEPAI,1
3456,SEPAL,1
3457,SEPAT,1
2521,LE SOUVENIR Français,1
2520,LE SILLON ALPIN,1
2519,LE RUCHER DU PERIGORD - SYNDICAT D'APICULTEURS DE LA DORDOGNE,1
2517,LE REVEIL DE MAURIAC,1
3458,SEPETA,1
3459,SEPL,1
3460,SEPRECOM,1
3461,SEPT.CH,1
3462,SEQUOIA EDITIONS,1
3463,SEQUOÏA EDITIONS,1
2516,LE REVEIL 82,1
3464,SEROMA,1
2515,LE REPUBLICAIN LORRAIN,1
2514,LE REGIONAL,1
3465,SERONI INTERACTIVE,1
3466,SERPO - Société  d'Edition de la Résistance et de la Presse de l'Ouest,1
2550,LES AMIS DE LA GENDARMERIE,1
3418,SECRETARIAT DES OEUVRES DU SACRE COEUR,1
3331,ROULARTA MEDIA GROUP,1
2572,LES CAHIERS DU MINERVOIS,1
3356,SANOMA MEDIA,1
3357,SANOMA MEDIA NETHERLANDS BV,1
3358,SANTE PORT ROYAL,1
3359,SAPESO,1
2574,LES CARNETS DE L'ALPHA,1
3360,SARL M,1
2573,LES CAHIERS DU TEMOIGNAGE CHRETIEN,1
3361,SAVOIE EDITIONS,1
3362,SAXIFRAGES UNIVERSELLES,1
3363,SCEP,1
3364,SCEP SOCIETE DE CREATION ET D'EXPLOITATION DE PERIODIQUES,1
2571,LES CAHIERS DU CINEMA,1
3417,SECOURS POPULAIRE Français,1
3365,SCIENCES ET AVENIR,1
2570,LES ATELIERS DE L'ABBAYE DU PESQUIE,1
3367,SCIENTIFIC AMERICAN,1
2569,LES ANNALES D'ISSOUDUN,1
3368,SCIENTIFIC AMERICAN INC.,1
2568,LES AMITIES FERDINAND BOE,1
3370,SCOPEDIT,1
2567,LES AMIS DU PAÏS ET L'ESCOLO GABALO,1
3372,SCRAP'EDITIONS HISTOIRES DE PAGES,1
2566,LES AMIS DU MONT-SAINT-MICHEL,1
3373,SCRINEO,1
3355,SANEP SOCIETE ANONYME D'EDITION ET DE PUBLICITE,1
3354,SAN DAMIANO MEDIA,1
2575,LES DEPOSITAIRES ASSOCIES,1
2576,LES DOSSIERS D'AQUITAINE ET D'AILLEURS,1
3332,ROUTE ONE PUBLISHING LTD,1
3333,ROYAL COLLEGE OF PSYCHIATRIST,1
3334,ROYAL COLLEGE OF PSYCHIATRISTS,1
3335,RUNWAY MAGAZINE,1
3336,RUSMEDIA RR GMBH,1
2579,LES EDITIONS AMERICA,1
3338,RÉGIE PRESSE & PUB,1
3339,S.A.T.,1
3340,S.E.D.I.G.A.,1
3341,S.E.J.T. PRESSE,1
3342,S.E.P.A.C.,1
3343,S.E.P.A.S.,1
3344,S.N.E/ C.S.E.N,1
3345,S.P.A. DE MONTPELLIER,1
3346,S.P.C. EDITIONS,1
3347,S2C,1
3348,SAARBRUCKER ZEITUNG VERLAG UND DRUCKEREI GMBH,1
3349,SADIAR,1
3169,PLEIOMEDIA,1
3350,SAEC,1
3351,SAECNO,1
3352,SALMANTINA,1
3353,SAM PUBLICATIONS Ltd,1
3374,SCRIPTUM EN SNOECK,1
3375,SDEN CGT DE SEINE ET MARNE,1
3376,SDEN-CGT DES COTES D'ARMOR,1
3401,SE UNSA DU TERRITOIRE DE BELFORT,1
2560,LES AMIS DU 18E DU MOIS,1
3404,SE-UNSA - SECTION ACADEMIQUE DE TOULOUSE,1
2559,LES AMIS DE SOLESMES,1
3405,SE-UNSA 49,1
3406,SE-UNSA 63,1
3407,SE-UNSA DE L'HERAULT,1
3408,SE-UNSA DE LA VIENNE,1
2558,LES AMIS DE SAINT ANTOINE,1
3409,SE-UNSA DU PAS-DE-CALAIS,1
3410,SE-UNSA SECTION D'INDRE ET LOIRE,1
3411,SE-UNSA SECTION DE SEINE MARITIME,1
3412,SE/UNSA SECTION DE SEINE MARITIME,1
2557,LES AMIS DE NOTRE DAME D'ETANG,1
3413,SEAGER PUBLISHING,1
2556,LES AMIS DE LA TERRE France,1
2555,LES AMIS DE LA REVUE PYRÉNÉENNE,1
3414,SECA - SOCIETE D'EDITION ET DE COMMUNICATION DES ALTERNATIFS,1
2554,LES AMIS DE LA REVUE FRANCAISE DE GESTION INDUSTRIELLE (L'A - RFGI),1
2553,LES AMIS DE LA REVOLUTION PROLETARIENNE,1
2552,LES AMIS DE LA RADIO TELEVISION PROTESTANTE,1
3415,SECIF CFDT - SYNDICAT ENERGIE CHIMIE DE L'ILE DE FRANCE CFDT,1
3416,SECOURS CATHOLIQUE,1
2551,LES AMIS DE LA PAROLE UKRAINIENNE (AAPU),1
3402,SE UNSA LOIRET,1
2561,LES AMIS DU BEC-HELLOUIN,1
3378,SE - UNSA - SECTION DEPARTEMENTALE DE HAUTE-SAÔNE,1
3400,SE UNSA DIJON,1
3379,SE - UNSA 31,1
3380,SE - UNSA 63,1
3381,SE - UNSA CALVADOS,1
3382,SE - UNSA DU JURA,1
3383,SE - UNSA DU NORD,1
2565,LES AMIS DU MAP,1
2564,LES AMIS DU JOURNAL DE SAINT PALAIS,1
3385,SE UNSA - ACADEMIE DE LIMOGES,1
3386,SE UNSA - SECTION ACADÉMIQUE DE CLERMONT-FERRAND,1
3387,SE UNSA - SECTION DE LA GIRONDE,1
3388,SE UNSA - SECTION DE LA MOSELLE,1
3389,SE UNSA - SECTION DES CÔTES D'ARMOR,1
3390,SE UNSA - SECTION DES PYRENEES ATLANTIQUES,1
3391,SE UNSA 08,1
2563,"LES AMIS DU DONJON - BRICQUEBEC, SON CANTON ET SES ENVIRONS",1
3393,SE UNSA 24,1
2562,LES AMIS DU DEMOCRATE,1
3394,SE UNSA 52,1
3395,SE UNSA 73,1
3396,SE UNSA 80,1
3397,SE UNSA 87,1
3398,SE UNSA 93,1
3399,SE UNSA DE LA MANCHE,1
3170,PLONGEZ !,1
2655,LES INFORMATIONS AGRICOLES,1
3168,PLAYBOY,1
2772,MARIANNE,1
2944,NEWBAY MEDIA,1
2945,NEWS GROUP NEWSPAPER LTD,1
2777,MARLAU EDITIONS,1
2946,NEWS MEDIAS 3.1 ScopARL,1
2947,NEWSCO MAG,1
2948,NEWSMED,1
2949,NEWSWEEK LTD,1
2776,MARK DINNING EMPIRE BAUER MEDIA,1
2775,MARITIME CONTENT LTD,1
2950,NG FRANCE,1
2774,MARIE-LOUISE DUBOIN,1
2771,MARIAGES,1
2942,NEW ART PUBLICATIONS LTD,1
2770,MARCEL BONNATERRE EDITEUR,1
2769,MARC LAUDELOUT,1
2768,MANSUETO VENTURES,1
2766,MANAGERIS,1
2765,MANAGER MAGAZIN VERLAGSGESELLSCHAFT MBH,1
2764,MANAGEMENT PROSPECTIVE EDITIONS,1
2763,MANAGEMENT MODERNE DIFFUSION INTERNATIONAL - MMD INTERNATIONAL,1
2762,MALPASO,1
2761,MALLET CONSEIL,1
2955,NIDDA VERLAG GMBH,1
2956,NIKKEI EUROPE LTD,1
2943,NEWBAY  MEDIA CORPORATE,1
2778,MARMITON,1
2957,NIKKI WICKS,1
2931,"NATIONAL GEOGRAPHIC France - ""  NG France """,1
2920,MUTUELLE NATIONALE TERRITORIALE,1
2921,MUTUELLE OCIANE,1
2922,MUTUELLE SOLIDARITE AERONAUTIQUE,1
2923,MUTUELLE VIASANTE,1
2924,MVM EDITIONS,1
2925,MYTIME MEDIA LTD,1
2926,Marie Georges BUFFET,1
2927,Mediahuis NV,1
2928,N.G.H.,1
2929,NARBONNE ECHO,1
2930,NASSAU COMMUNICATIONS,1
2932,NATIONAL GEOGRAPHIC SOCIETY,1
2780,MATALANA ATTITUDES PLUS,1
2933,NATIONAL MAGAZINE COMPANY LTD,1
2784,MC MÉDIAS,1
2934,NATIONAL PUBLISHER SERVICES LLC,1
2935,NATURE & PROGRES POUR NOTRE SANTE ET CELLE DE LA TERRE,1
2783,MC MEDIAS,1
2782,MBA MUTUELLE,1
2781,MAYANE COMMUNICATION,1
2938,NEUE ZURCHER ZEITUNG,1
2939,NEVA - NOUVELLES EDITIONS VETERINAIRES ET ALIMENTAIRES,1
2940,NEVA - NOUVELLES ÉDITIONS VÉTÉRINAIRES ET ALIMENTAIRES,1
2941,NEVA- NOUVELLES ÉDITIONS VÉTÉRINAIRES ET ALIMENTAIRES,1
2759,MALESHERBES PUBLICATION,1
2758,MAITRISE ORTHOPEDIQUE,1
3167,PLAY LIFESTYLE MEDIA,1
2982,NOUVELLE SOCIETE DE PRESSE D'AUDIOVISUEL ET DE COMMUNICATION NSPAC,1
2744,MAD EXECUTIVE,1
2743,MAC 2 G CONSEIL,1
2742,M.I.G. MEDIEN INNOVATION GMBH (HUBERT BURDA MEDIA),1
2741,M.F,1
2740,M.A.D. EDITIONS,1
2738,LbMedia,1
2978,NOUVELLE CITE,1
2979,NOUVELLE QUINZAINE LITTERAIRE,1
2980,NOUVELLE SA LA VIE OUVRIERE,1
2737,La Maison des Possibles,1
2981,NOUVELLE SOCIETE ANONYME  LA VIE OUVRIERE,1
2736,LYON CAPITALE,1
2976,NOUVEAU MONDE EDITIONS,1
2983,"NOUVELLE SOCIETE DE PRESSE, D'AUDIOVISUEL ET DE COMMUNICATION (NSPAC)",1
2734,LUTOPIK MAGAZINE,1
2733,LUMIERES DIURNES LUMIERES NOCTURNES,1
2732,LUI,1
2731,LUCKY PEACH LLC,1
2984,NOUVELLES 31 (N31),1
3486,SGEN-CFDT D'ENTRE SEINE ET OISE - Académie de Versailles,1
2986,NOUVELLES EDITIONS CARIBEENNES,1
2987,NOUVELLES PRESSES INTERNATIONALES,1
2730,LTC MEDIA GROUP,1
2988,NOVAYA GAZETA,1
2977,NOUVEAUX ESPACES LATINO AMERICAINS,1
2975,NOUVEAU LYON,1
2757,MAISONS PAYSANNES DE FRANCE,1
2966,NORD NATURE ENVIRONNEMENT,1
2958,NIMBLE SHOWS & MEDIA GMBH,1
2756,MAISON PAULETTE,1
2959,NIOUPRESS,1
2755,MAISON FRANCO-HELLENIQUE LORRAINE,1
2754,MAISON DES JEUNES ET DE LA CULTURE,1
2961,NO CIGAR LTD,1
2962,NOBILE JEAN MARC,1
2753,MAISON DES ANCIENS COMBATTANTS DE LA 2° DB,1
2963,NOISE PUBLISHING,1
2964,NON-VIOLENCE ACTUALITE,1
2965,NOR HARATCH,1
2752,MAINTENANCE D'AUVERGNE DU FELIBRIGE,1
2745,MADAME VERLAG GMBH,1
2967,NORDDEUTSCHEN VERLAGSGESELLSCHAFT MBH,1
2968,NORH PUBLICATIONS,1
2749,MAGICUS,1
2969,NORMANDIE MAGAZINE,1
2970,NOTA-BENE,1
2971,NOTAIRES DE FRANCE - SYNDICAT NATIONAL DES NOTAIRES (S.N.N.),1
2972,NOTARIAT 2000,1
2747,MAG ' IN FRANCE,1
2973,NOTRE DAME DE L'ESPERANCE,1
2974,NOTRE DAME DE LA TRINITÉ,1
2746,MADEO,1
2919,MUTUELLE NATIONALE DES HOSPITALIERS ET DES PROFESSIONNELS DE LA SANTE ET DU SOCIAL,1
2918,MUTUELLE MARSEILLE METROPOLE - Mutame Provence,1
2917,MUTUELLE GÉNÉRALE DES CHEMINOTS,1
2811,MEDIARECLAME,1
2852,MODERNPAINTERS,1
2853,MONDADORI  MAGAZINES FRANCE,1
2854,MONDADORI AXEL SPRINGER EMAS,1
2815,MEININGER VERLAG GMBH,1
2855,MONDADORI MAGAZINE France,1
2814,MEININGER VERLAG,1
2813,MEDIAS MAGS,1
2858,MONEYWEEK LTD,1
2812,MEDIAS AVIRON,1
2859,MONNAIES ET DETECTIONS,1
2860,MONTAGNE EXPANSION,1
2862,MORERE PY ET COMET,1
2850,MODELLSPORT VERLAG GMBH,1
2810,MEDIAMANIA,1
2808,MEDIAFRIENDS SRL,1
2864,MORTONS MEDIA GROUP LTD,1
2865,MOTOR DIGITAL PUBLISHING,1
2866,MOTOR PRESSE STUTTGART GMBH,1
2807,MEDIACOR (MEDIAS COMMUNICATION ROYALISTES),1
2806,MEDIA RURAL TARN ET GARONNE,1
2805,MEDIA PRESSE UND WERBEAGENTUR GMBH,1
2869,MOTOR PRESSE STUTTGART GmbH & Co.KG,1
2804,MEDIA PAYS,1
2870,MOTOR SPORT MAGAZINE,1
2851,MODERN FARMER HQ,1
2849,"MODEL VIDEO PRODUCTION "" MOVIPRO KOOPRESS """,1
2916,MUTUELLE GENERALE DES AFFAIRES SOCIALES,1
2837,MINCHO PRESSE SL,1
2826,MICHELLE OGUNDEHIN,1
2830,MIEUXENCORPS,1
2831,MILA PUBLICATIONS,1
2825,MGN LTD,1
2822,METALLIAN EDITIONS,1
2821,MERCATOR MEDIA LTD,1
2820,MERCATOR MEDIA,1
2834,MILLE MILES,1
2835,MILLE SOURCES COMMUNICATION,1
2819,MENSSANA,1
2836,MILLI VERLAGS UND PRESSEVERTRIEBS GMBH,1
2838,MISSION CATHOLIQUE HONGROISE,1
2848,MMCEDITION,1
2839,MISSION CATHOLIQUE ITALIENNE,1
2818,MEMOIRE ET DEBATS,1
2840,MISSION CATHOLIQUE POLONAISE EN FRANCE,1
2841,MISSION POPULAIRE EVANGELIQUE DE FRANCE,1
2817,MEMOIRE D'ARDECHE ET TEMPS PRESENT,1
2843,MISSIONNAIRES DE LA SAINTE EUCHARISTIE,1
2844,MIT TECHNOLOGY REVIEW,1
2845,MIXED MEDIA PUBLISHING FZ LLC,1
2846,MIXMAG,1
2816,MELCHIOR,1
2847,MLC CONSULTANT,1
2871,MOTOR TREND,1
2872,MOTOR-PRESSE VERLAG GMBH &CO.KG,1
2873,MOUVEMENT A.T.D QUART MONDE,1
2907,MUTUELLE DE RETRAITES DE L'ASSOCIATION REPUBLICAINE DES ANCIENS COMBATTANTS ET VICTIMES DE GUERRE - ( ARAC ),1
2901,MUTUELLE AUDIENS DE LA PRESSE DU SPECTACLE ET DE LA COMMUNICATION,1
2794,MEDIA BUSINESS INSIGHT LTD,1
2902,MUTUELLE BLEUE,1
2903,MUTUELLE CENTRALE DES FINANCES,1
2904,MUTUELLE CIVILE DE LA DEFENSE,1
2793,MEDIA BUSINESS DEVELOPEMENT,1
2905,"MUTUELLE D'EPARGNE, DE RETRAITE ET DE PREVOYANCE",1
2792,MEDIA 5,1
2791,MEDEF LOIRE-ATLANTIQUE,1
2790,MEDEF HAUTE-GARONNE,1
2906,MUTUELLE DE LA REGION LYONNAISE,1
2908,MUTUELLE DU MIDI,1
2874,MOUVEMENT ATD QUART MONDE,1
2909,MUTUELLE DU MINISTERE DE LA JUSTICE,1
2789,MEDECINS SANS FRONTIERES,1
2788,MEDECINS DU MONDE,1
2910,MUTUELLE DU PERSONNEL DE LA CAISSE DES DEPOTS ET CONSIGNATIONS,1
2787,MED'COM,1
2911,MUTUELLE DU PERSONNEL DU GROUPE RATP,1
2786,MDO SOCIETE ANONYME MONEGASQUE,1
2912,"MUTUELLE GENERALE DE L'ECONOMIE, DES FINANCES ET DE L'INDUSTRIE - MGEFI",1
2913,MUTUELLE GENERALE DE L'EDUCATION NATIONALE (MGEN),1
2914,MUTUELLE GENERALE DE LA CORSE,1
2915,MUTUELLE GENERALE DE LA POLICE - MGP,1
2900,MUTUELLE 403,1
2899,MUTUALITE SOCIALE AGRICOLE DE BOURGOGNE,1
2898,MUTTPOP FRANCE,1
2795,MEDIA COMPAGNIE,1
2875,MOUVEMENT CATHOLIQUE DES FAMILLES,1
2877,MOUVEMENT CHRETIEN DES RETRAITES DES CÔTES D'ARMOR,1
2878,MOUVEMENT DE L'AGRICULTURE BIO-DYNAMIQUE,1
2879,MOUVEMENT DES JEUNESSES MARIALES,1
2880,MOUVEMENT DES JEUNESSES MARIALES VINCENTIENNES,1
2881,MOUVEMENT NATIONAL REPUBLICAIN - MNR,1
2882,MOUVEMENT POUR UNE ALTERNATIVE NON-VIOLENTE - GROUPE DE LYON ( MAN LYON ),1
2801,MEDIA LIFE CONCEPT,1
2884,MOW MAGAZINE,1
2886,MPI GROUP,1
2800,MEDIA INTERNATIONAL MASCULIN (M.I.M),1
2799,MEDIA HOUSE,1
2887,MRAP - COMITÉ DE LIMOGES - HAUTE-VIENNE,1
2798,MEDIA FILIERE,1
2889,MSA D'ARMORIQUE,1
2890,MSA DES PORTES DE BRETAGNE,1
2891,MSA LORRAINE,1
2892,MSA MIDI PYRENNEES NORD,1
2893,MSA de Corse,1
2894,MULIERIS,1
2895,MUTAERO,1
2896,MUTAME MUTUALITÉ DES AGENTS TERRITORIAUX ET MEMBRES EXTÉRIEURS,1
2897,MUTAMI,1
2729,LRD,1
2727,LR MEDIA,1
2989,NOVELA YORK,1
3114,PARTAGE,1
3105,PAROISSE SAINT-LOUIS D'HAUTERIVE,1
3106,PAROISSE SAINT-MARC DES CAUSSES,1
3107,PAROISSE SAINTE CLOTILDE,1
2679,LES RELATIONS PUBLIQUES ET ADMINISTRATIVES,1
3108,PAROISSE SAINTE-ANNE DE BONLIEU,1
3109,PAROISSE ST MARY DE HAUTE AUVERGNE,1
3110,PAROISSE ST PIERRE - ERQUY - FREHEL,1
3111,PAROISSE notre dame DE la mer PLERIN-Pordic,1
3112,PAROISSE notre dame de L'Alliance,1
2678,LES PUBLICATIONS LIBERTAIRES,1
3113,PAROISSES SAINT LUC DU NORD CANTAL,1
2676,LES PUBLICATIONS GRAND PUBLIC ( PGP ),1
2680,LES SPORTIVES,1
3115,PARTI COMMMUNISTE FRANÇAIS FÉDÉRATION DE LA CREUSE,1
3116,PARTI COMMUNISTE FRANCAIS,1
3117,PARTI COMMUNISTE FRANCAIS - FEDERATION DE L'EURE,1
2675,LES PUBLICATIONS GRAND PUBLIC,1
3118,PARTI COMMUNISTE FRANCAIS - FEDERATION DE LA LOZERE,1
2672,LES PRESSES POPULAIRES DE BRETAGNE,1
3119,PARTI COMMUNISTE FRANCAIS - FEDERATION DU CHER,1
3120,PARTI COMMUNISTE FRANCAIS - SECTION DU CANTON D'AMBOISE,1
3121,PARTI COMMUNISTE FRANÇAIS,1
3122,PARTI COMMUNISTE REVOLUTIONNAIRE DE France,1
3123,PARTI PROGRESSISTE MARTINIQUAIS,1
3104,PAROISSE SAINT-AMANS - LARZAC - DOURBIE - CERNON,1
3103,PAROISSE SAINT- BERNARD EN SEGALA,1
3080,PAROISSE DE PIERREFORT,1
3089,PAROISSE DE SAINT BONNET,1
2686,LEXTENSO,1
2683,LETTRE INTERNATIONAL VERLAGS  Gmbh,1
2682,LETTRE D'AMAZONIE,1
3082,PAROISSE DE PLEMET,1
3083,PAROISSE DE PLENEUF-VAL-ANDRE,1
3084,PAROISSE DE PLOUBALAY,1
3085,PAROISSE DE PLOUHA,1
3086,PAROISSE DE PLUVIGNER,1
3087,PAROISSE DE QUINTIN,1
2681,LES UNITAIRES DU SNU IPP 47,1
3088,PAROISSE DE RUYNES-EN MARGERIDE,1
3090,PAROISSE DE SAINT POURCAIN SUR SIOULE,1
3102,PAROISSE SAINT PRIVAT,1
3091,PAROISSE DE SAINTE GENEVIEVE EN VIADENE,1
3092,PAROISSE DE SARZEAU,1
3093,PAROISSE DE SOUVIGNY,1
3094,PAROISSE DU PAYS DE PLELAN,1
3095,PAROISSE NOTRE DAME,1
3096,PAROISSE NOTRE DAME DE L'AUBE,1
3097,PAROISSE NOTRE DAME DE PLOUARET-TREGOR,1
3098,PAROISSE NOTRE DAME DES SOURCES,1
